size,wage,profit,log_wage
0.36896839281,0.346513793255,0.990517970577,0.767185712368
0.443007959231,0.350577703428,0.973219767926,0.770129497752
0.664648543213,0.354050667814,0.960058679517,0.772618301378
0.506119176365,0.358085635261,0.936443038243,0.775479371269
0.888406494869,0.362101656659,0.930524162948,0.77829517238
0.568000954204,0.365994021683,0.937421078975,0.780994627772
0.602356952276,0.369554722128,1.0156349701,0.783439039074
1.06107441361,0.373083286488,0.983169806379,0.785838264462
0.615675877969,0.376655112238,0.972659761783,0.788243904843
0.805419342469,0.380566743643,0.99966426325,0.790852373103
0.552086545554,0.383913860783,0.945798623352,0.793063196873
0.784109061359,0.387547518871,0.941966033713,0.795441570013
0.31692212933,0.390702569709,0.946203423393,0.797488657821
0.708088731629,0.394325543984,1.00307580634,0.79981905547
0.557687324564,0.398172554671,0.977052308446,0.802270237054
0.509124472419,0.401305230416,0.996872486678,0.804248837836
0.541568009365,0.404415237291,0.911967847481,0.806197901476
0.561580548998,0.4074790251,0.992905993829,0.808103398096
0.583232341023,0.410339966529,1.03821230564,0.809869844466
1.36665838055,0.413027148702,0.956823177603,0.811517824872
0.423610139246,0.415565434677,1.08200621924,0.813064673359
0.566020190895,0.417937297491,0.940133292701,0.814501586845
0.483442851594,0.420196919694,0.961384582113,0.815862938188
0.924060234418,0.422513790002,0.94245078223,0.817251199481
0.432352818676,0.424993398826,0.901581680989,0.818728564908
0.511719955375,0.427467205162,1.01066225387,0.820193908633
0.499562166793,0.430040028881,0.953768683434,0.821708935908
0.409198378624,0.432342563927,0.953801263697,0.823057135555
0.488360608773,0.434555794449,0.931073212592,0.824346294077
0.637532576544,0.436524963672,0.957062912395,0.825487784491
0.55154012809,0.438705286325,0.943038142484,0.826745684893
0.390415278286,0.441070954952,0.930143355358,0.828103465612
0.50646068728,0.443254801255,0.936892484294,0.829350440158
0.542387635562,0.445383699866,0.961464192162,0.830560139916
0.733497143722,0.447488902222,0.999165328331,0.831750702049
0.539997059155,0.449813082071,0.943960322619,0.833058615434
0.411793861579,0.451893748338,0.987667692745,0.834223773236
0.572440596102,0.453687880297,0.970851599621,0.835224174558
0.479208116245,0.455526257879,0.989741834287,0.836245151741
0.521077354452,0.457561128317,0.979941586336,0.837370461404
0.554408819778,0.45927022131,1.01820743895,0.838311751853
0.549695969148,0.460905853757,0.960329557134,0.839209309078
0.404758736726,0.462579645522,1.01298588521,0.84012451481
0.838955714344,0.464313908628,0.997130865727,0.841069298832
0.474290359066,0.466069458032,1.01877891143,0.842022091801
0.85657767757,0.467835709506,0.951015881173,0.8429770782
0.573328524481,0.469305023356,0.962785919886,0.843768771598
0.560624318435,0.4707283837,0.957102756249,0.844533344349
0.512129768473,0.472209699205,0.944673358921,0.845326597232
0.51834526713,0.473747461157,0.980172767189,0.846147449372
1.25915074444,0.475366481163,0.965104519499,0.847008802417
0.410291213552,0.47701294016,0.983205098933,0.847881750186
0.50803163749,0.478772819852,0.979562951477,0.848811507974
0.546212557812,0.480166278136,0.960159198199,0.849545261432
0.4306452641,0.48146355887,0.981392833858,0.850226459193
1.21454941891,0.483055090091,0.925734988344,0.851059664135
0.484808895255,0.484637658661,0.955031448875,0.851885459321
0.799203843812,0.486113176658,1.01250345266,0.852652969215
0.480369253357,0.487335659086,0.96572565511,0.853287096782
0.356332488947,0.488532101692,0.963445745051,0.853906178568
0.586852356724,0.489828967489,0.979597865521,0.854575512801
0.438090202052,0.491167969365,0.96951755408,0.855264737312
0.483647758143,0.492521962106,0.986633390999,0.855959770102
0.493961387783,0.493912404624,0.98629721167,0.856671527586
0.485901730183,0.495287534285,0.899871364473,0.857373478523
0.470465436815,0.496723530308,1.12264260852,0.858104422235
0.545802744714,0.498175805162,1.01584521123,0.858841506084
0.706586083602,0.499850250868,0.991086325839,0.859688687671
0.535557417257,0.501157880145,0.986654388244,0.860348308236
0.661301736244,0.502430156741,0.946794172147,0.860988445641
0.511788257558,0.503815463991,0.963068432771,0.861683612865
0.460015202809,0.505127639324,1.07692294488,0.862340320928
0.658501346739,0.506315051229,0.967009804392,0.862933119608
0.516159597272,0.507615609969,1.02299919638,0.863580812101
0.820514124922,0.508943395254,0.983025600655,0.864240354039
0.450862710281,0.510179871036,0.959129571852,0.864852994988
0.761159527856,0.511569843844,0.994596326069,0.865539919409
0.784382270091,0.512960721216,0.979695323742,0.866225425154
0.557004302734,0.514243472496,0.97558371452,0.866855994434
0.374295963088,0.515406585656,1.00488493879,0.867426394301
0.87857098051,0.516741141062,0.956023775147,0.868079287133
0.627014040355,0.518022981139,1.05654125813,0.868704804851
0.603654693753,0.519311692582,0.945902412359,0.869332117324
0.464113333792,0.52057552105,0.97467281245,0.869945807285
1.00773040865,0.521953213365,1.07803383545,0.870613092289
0.591496905171,0.523216338098,1.02159635435,0.871223340635
0.67783086454,0.524486206396,0.957114698705,0.871835363723
0.590472372426,0.525776589208,1.01666306064,0.872455757905
0.678650490737,0.527077302306,1.0077924726,0.873079579691
0.689988653122,0.528301246974,0.957081357201,0.873665179095
0.455848769644,0.529414844804,0.980981867892,0.874196805245
1.20027426265,0.530636361258,1.09259805231,0.874778666686
0.646206953791,0.531887701764,0.9913748312,0.87537334738
0.680631254045,0.533046904553,1.02957183893,0.875922993996
0.532210610288,0.534142914009,0.970892776944,0.876441578686
0.562946592658,0.535338901844,0.970524012467,0.87700625614
0.641835614076,0.536652924479,0.917246589209,0.877625210319
0.531732495007,0.537982040883,1.07557623983,0.878249734391
0.41315990524,0.539174866893,0.974391310614,0.878808906134
0.606113572343,0.540250813288,1.00054603064,0.879312227009
0.871399251291,0.541387284137,0.995601107824,0.879842773436
0.451818940844,0.542652412189,0.981224536155,0.880432073389
0.555160143791,0.543701399261,0.961370389366,0.880919653395
0.567864349838,0.544854734832,0.982359328676,0.881454651113
0.933759144411,0.546062080338,0.973934646478,0.882013490518
0.311457954686,0.547031616823,0.96866191019,0.882461362392
0.620661937332,0.548021812221,1.03226692201,0.882917958939
0.661506642793,0.549176590116,0.953505659389,0.883449406435
0.65740851181,0.550528084933,0.955439568911,0.884069968812
0.816689202671,0.551743352426,0.971110008701,0.884626680595
0.771336553129,0.552888382607,0.9373564485,0.885150095979
1.69013751945,0.55399498957,0.94998409728,0.885654918347
0.668883278562,0.555131780751,0.946718053381,0.886172461503
1.27363080724,0.556288649931,1.00466050637,0.886698058581
0.404963643275,0.557308003821,0.98824333672,0.887160273648
0.462132570484,0.55830463407,0.933075984378,0.887611368286
0.539314037325,0.559453884996,0.94016528109,0.888130543484
0.833559841883,0.560559547561,0.983140191956,0.888629021976
0.474426963432,0.561643764492,0.958986204708,0.889116878014
0.405851571655,0.562603951604,0.965291504085,0.889548139697
1.27882177316,0.563582472318,0.988227663819,0.889986879216
0.460151807175,0.564650212908,1.01310143329,0.890464754001
0.707610616348,0.56572385557,0.95250597635,0.890944360009
0.562400175194,0.566802953832,1.0653602984,0.891425486802
0.900974096549,0.567966163258,0.989425106363,0.891943090615
0.909102056331,0.569009064025,0.994232625917,0.892406259116
0.768945976723,0.570175357267,0.999700145115,0.89292322369
0.74039566421,0.571178266352,1.05969055397,0.893366922603
0.584188571586,0.572216833511,0.993267636531,0.893825576712
0.768945976723,0.573258401499,1.00120011728,0.894284720749
0.476271122374,0.57422617201,1.0031947473,0.894710586331
0.48112057737,0.575185947505,0.987502971082,0.895132225448
1.05369777784,0.57619683003,0.929136462884,0.895575556327
0.553452589215,0.577237898433,1.0112544818,0.896031313245
0.611031329522,0.578127519602,0.97669385403,0.89642011905
0.509192774602,0.579071398008,1.02321353404,0.896831984193
2.62068646126,0.580068481369,1.00325800103,0.897266337006
0.604269413401,0.5809752461,0.971673808578,0.897660697172
0.663350801735,0.581807919577,0.976307748255,0.898022292641
0.801457815852,0.582761067689,0.972443637678,0.898435570537
0.996938663728,0.58370643821,0.998986695081,0.898844808973
0.43447018635,0.584769259301,0.992152819923,0.899304099522
0.891001977824,0.585729434795,0.984887379829,0.899718315352
0.60693319854,0.586647892466,0.943044300959,0.900113899366
0.714440834653,0.587686434729,0.971045952443,0.900560458978
0.523399628675,0.588752854158,0.954181332468,0.901018184952
0.767033515597,0.58958197245,0.99698691644,0.90137348459
0.50331878686,0.590700674013,0.951252858675,0.901852087421
0.606591687624,0.591835335734,0.925465966742,0.902336593324
0.558506950761,0.592794410814,0.97443912358,0.902745399056
0.6953162234,0.593648586357,0.967444869928,0.903108934902
0.499903677708,0.594521420812,1.09333685271,0.903479872012
0.655427748502,0.595373241169,0.953255112589,0.903841353851
0.558165439845,0.596321396751,1.0084227031,0.904243109158
0.666629306521,0.597294109999,0.97800342007,0.904654606832
0.765872378486,0.598261133623,0.991252542223,0.905063033828
0.465137866538,0.599226180484,0.944826825574,0.905469968303
0.551062012809,0.60014267633,0.968926689916,0.905855823832
0.697843404173,0.6010809481,0.954673269546,0.906250237343
0.925972695544,0.602099736015,0.978260480749,0.906677800177
0.629609523311,0.603007913193,0.994412326781,0.907058332658
1.12910338792,0.603964989933,0.94612885204,0.907458734662
0.669771206941,0.604888884946,0.982265667664,0.907844653351
0.565610377797,0.605858665415,0.975947797374,0.908249105211
0.428664500792,0.606789116441,0.993260477465,0.908636546444
0.675713496866,0.60772300481,0.964950277226,0.909024822052
0.603654693753,0.608596911464,0.923201719268,0.909387619491
0.654744726671,0.609495951717,0.969631914413,0.909760307763
0.702419650437,0.610407572876,0.976604195585,0.910137650419
1.17855416844,0.611370827207,0.924480767416,0.910535753489
0.607821126919,0.612272096504,0.970379004684,0.910907671201
0.568615673851,0.613226632167,0.985926737862,0.911300973325
0.574694568142,0.614261044971,0.92864922397,0.911726497031
0.574216452861,0.615233723364,0.982390479535,0.912125972011
0.547646903656,0.616152566097,0.985395222238,0.912502757234
0.447720809861,0.617164225385,1.02214657461,0.912916953935
0.678582188554,0.618238261408,0.970719469447,0.913355946734
0.752348546243,0.619361988694,0.980251498284,0.913814434305
0.486994565112,0.620415015598,0.966305885048,0.914243321327
0.647709601818,0.621379835074,0.960662412997,0.914635643816
0.506187478548,0.622430843721,0.979647418876,0.915062320608
0.557209209283,0.623272858274,0.992892757386,0.915403632813
0.753236474622,0.624150892726,0.935296452821,0.915759054996
0.490136465532,0.625112704734,0.992043489255,0.916147816368
0.569093789133,0.62590259151,1.00081631342,0.916466639035
0.513973927415,0.626772431775,0.949309484898,0.916817268225
0.835335698643,0.627620054624,1.00285837243,0.917158473854
0.592521437917,0.628662950412,1.03162080857,0.917577653743
0.624623463948,0.629658496844,1.00462818637,0.91797715387
0.635483511052,0.630643942037,1.00041612439,0.918371978918
0.692310927346,0.631592235378,0.952389710958,0.918751336763
0.540406872254,0.632527446569,0.993188036516,0.919124903751
0.498059518766,0.633487894262,0.978712255713,0.919507976927
0.651876034983,0.634279542032,0.942084786227,0.919823288105
0.50646068728,0.635118192271,0.94158039973,0.920156891245
0.808219731974,0.636190859,1.03114001868,0.920582941357
0.562195268645,0.6371749183,0.953711620809,0.92097316636
0.741693405688,0.6381034158,0.968429259521,0.921340806349
0.520735843537,0.639148092501,0.959315484071,0.921753808669
0.459263878796,0.640234508601,0.975281094714,0.922182596811
0.757881023069,0.641272154599,0.963564597155,0.922591457496
0.606523385441,0.642335954942,1.0168990027,0.923009937473
0.755900259761,0.643284787703,1.00290372484,0.92338260692
0.963265687486,0.644281381437,1.04053751713,0.923773443849
0.957938117209,0.645198685582,1.00227250831,0.924132651605
2.10070194174,0.646129755695,0.939293310123,0.924496728111
0.733975259004,0.647068744477,1.03486439804,0.924863370098
0.537811389298,0.648030805447,0.931053234956,0.925238469554
1.3269748122,0.648989600029,0.963928313668,0.925611741844
0.518550173679,0.64986272826,0.986629742696,0.925951183571
0.683295039184,0.650855038179,0.997602719525,0.926336405724
0.833218330968,0.651742709142,1.00513062135,0.92668050889
0.576607029267,0.652652185904,0.95087458387,0.927032579276
0.802960463879,0.653766255104,0.964025385658,0.927463182107
0.54839822767,0.654835842996,1.00523123929,0.927875902447
0.503113880311,0.655812156242,0.953244478489,0.928252042951
0.607821126919,0.656765239623,0.989730677669,0.928618694026
0.617998152193,0.657608167038,1.03074057019,0.928942524999
0.810473704014,0.658636918435,0.997769159356,0.929337182783
0.542524239928,0.659707560268,0.976549828415,0.929747256854
0.687188263618,0.660632766484,0.981679950896,0.930101090913
0.760886319123,0.661529924579,1.01031549416,0.930443725388
0.506938802561,0.662514246121,0.978414608578,0.930819114357
0.975423476068,0.663475130328,1.02183602111,0.93118502749
0.74599644322,0.664491690859,0.996557223549,0.931571566218
0.906916386474,0.66551542317,0.938158002268,0.931960234806
0.861632039115,0.666476114846,1.01110761611,0.93232442609
1.44684514345,0.667518623913,0.958665424123,0.932719040302
0.630087638592,0.668620779425,0.961442709886,0.933135562463
2.2205039708,0.669531580668,0.942288764951,0.933479250984
0.597849008195,0.670450179417,0.956754798007,0.93382540864
0.566430003994,0.671402666948,0.977054985067,0.934183836195
0.436382647476,0.67234956278,0.966278196391,0.934539655895
0.481188879553,0.673274461942,0.991055189024,0.934886726339
1.24774427987,0.674221231633,0.984486225662,0.93524151027
