firmID,nwrks,wage_av,profit_av_firm,educ_av_firm,firm_age,ind,region
0693157,4,42.907837,1978.92,1,14.580822,,28
0735283,13,54.129013,55.290001,2.5,4.7534246,524,28
0753585,4,33.650463,14039.5,2,8.2986298,851,28
0763309,6,40.020092,600,2,2.7534246,,7
0764660,22,29.936934,620.34998,1.5,3.1671233,,23
0801226,3,29.919033,848.40002,3,2.5041096,,28
084905,6,28.147671,889.35999,2,15.846576,930,5
085119,7,33.623837,3627,2,24.761644,,5
086266,6,33.028625,1246.47,2,6.257534,266,28
090664,0,4.7407837,2278.72,2,3.1671233,11,6
091015,0,22.485714,1773,1,2.2246575,,6
091268,4,36.503014,3245.52,1,19.564384,142,6
091625,40,32.060863,2044.26,1.75,25.684931,,6
093256,6,35.713261,4488,3,9.1561642,741,6
0941851,2,4.4375067,2640,2,5.0767121,672,33
0956208,1,16.975891,387,2,4.7835617,,33
0967344,1,26.352739,147.23,2,17.512329,512,34
A1001678,128,70.290184,900,2.2,44.397259,159,36
A1001680,187,32.196648,36000,1.7,59.123287,152,36
A1001685,579,59.242596,5500,1.6538461,53.367123,,27
A1001686,213,118.77954,1466.0255,3.0384614,39.21096,,28
A1001697,92,49.982433,10600,1.3333334,30.99452,,36
A1001701,19,47.254333,4250,3,49.608219,922,36
A1001704,15,51.572411,9280.1602,2,31.438356,631,15
A1001705,389,61.737362,2601.2,1.8947369,31.186302,252,36
A1001717,277,49.466576,13522.77,1.5714285,28.6,452,36
A1001718,69,36.401855,4500,2.2857144,28.016438,513,36
A1001720,47,51.273872,1729.8,3,27.268494,501,36
A1001731,22,22.921726,895.98999,1.5,25.098631,158,36
A1001733,116,30.931599,57325.211,1.5714285,23.852055,,35
A1001778,13,9.4343576,2163.6001,1.5,12.772603,,36
A1001780,227,58.675774,825,1.375,21.178082,152,36
A1001787,45,26.855049,4396.73,1,20.591782,,36
A1001799,9,70.731819,5144.2998,1.875,7.0876713,50,36
A1001814,30,74.857063,945,3,19.134247,,24
A1001846,12,19.58267,762,1,3.1671233,11,36
A1001852,69,84.665558,36000,3,17.99452,,15
A1001893,20,70.658424,6087.6699,1,16.290411,452,36
A1002308,22,90.349754,69131,2,16.19178,351,36
A1014135,66,33.823845,2448,1.75,16.00548,295,36
A1014146,34,52.987072,14257.5,2.3333333,14.871233,,36
A1014584,25,129.54388,357,1,6.2547946,515,36
A1016156,240,58.471546,538.78003,1.4285715,12.00548,50,36
A1016851,58,39.905781,381.17999,2,2.5068493,,36
A1016882,7,35.903542,82.510002,2,10.758904,,35
A1017173,53,48.602287,4855.1699,1.5,9.7178078,,36
A1017248,7,66.329231,1900,3,.6630137,452,15
A1017308,11,48.513973,1279.27,1,4.1945205,50,36
A1018758,52,37.454987,512,1,6.5506849,,36
A1018944,41,37.664951,7445.0601,2.5,5.9589043,267,36
A1020132,34,27.317722,8054.6401,2.1428571,3.9808218,361,36
A1021364,295,70.905312,6954,2.9230769,52.117809,244,37
A1021368,43,47.872013,18848.029,1.6666666,35.18082,182,37
A1021372,35,38.157658,520,2.5,43.698631,151,37
A1021380,46,43.210583,8024.7002,2.5999999,51.400002,221,37
A1021422,35,51.277069,22815.4,3.1666667,22.290411,452,37
A1021428,74,68.742905,1973,3.5999999,21.673973,,37
A1021461,20,36.994904,12124.3,2,19.958904,,28
A1021483,59,31.371132,250,1.6666666,19.167124,,37
A1021494,35,46.450161,75,2,.99726027,,49
A1021527,13,39.235184,205551.3,1,5.9178081,,37
A1025445,1,41.388657,2240,3,8.0027399,157,37
A1025452,9,60.485016,6609.4702,2,16.008219,451,37
A1025453,32,40.881672,369,1,16.008219,264,49
A102632,119,30.137693,2734.6101,1.2352941,3.1671233,11,6
A102756,40,59.175755,750,3,12.876713,522,6
A1030053,41,55.38274,148384.47,3,11.153424,,37
A1030154,2,51.621834,4706.1235,2.4000001,10.758904,,49
A1032507,60,26.078562,591.84998,2,31.591782,516,38
A1032510,8,33.479263,6485.79,2.3333333,38.873974,155,38
A1032516,81,22.003065,285.39999,1.8,9.4219179,,38
A1032523,233,95.599945,9300,2.4444444,44.353424,,38
A1032543,39,81.83522,16.66,2.3333333,35.857533,501,38
A1032562,16,42.488419,720,1.5,5,,38
A1032567,123,74.89328,77.540001,2.2,34.08493,553,38
A1032569,77,51.540138,2913.3301,2.2203391,6.7808218,611,38
A1032572,86,30.756355,55999.922,1.6363636,31.772602,524,38
A1032574,124,32.767662,5056.3501,3,32.60548,,38
A1032584,151,41.385117,28862.439,2.7142856,38.873974,851,38
A1032588,38,58.985481,6085.5449,1.6666666,29.775343,,38
A1032601,173,40.398212,1500,3,19.008219,721,38
A1032612,137,106.79047,479.27499,2.8,27.854795,,38
A1032613,53,95.400871,22863.619,2.5,27.931507,,35
A1032619,64,47.047058,5049.3799,2.5,9.4219179,502,38
A1032624,80,55.327934,4561.6001,1.3333334,19.589041,513,35
A1032627,23,52.859356,3200,2.5,26.980822,,38
A1032652,0,38.372654,1175.27,1.75,3.1671233,11,38
A1032657,46,51.420227,8022,2,25.517809,,38
A1032662,204,46.077724,5708.4233,2,25.265753,516,38
A1032692,425,60.34306,43.16,2.4193549,21.50411,851,38
A1032694,6,53.231285,14421.475,1.3333334,22.852055,633,38
A1032697,256,61.164482,3368.9351,2.5384614,.24931507,,38
A1032698,4,38.414291,14406.09,2.7142856,22.153425,,38
A1032699,59,35.24498,876.53998,2,23.265753,602,38
A1032700,58,80.136673,23500,2.5,23.213699,515,38
A1032701,19,72.230034,698,2,22.79726,,38
A1032710,13,36.230751,21871.26,2,23.939726,452,38
A1032715,64,30.659246,540,1.4285715,19.764383,703,38
A1032718,59,32.925102,2988.0901,1.25,22.684931,452,38
A1032722,17,37.430382,7753.3667,1,6.4219179,,38
A1032724,47,9.0399113,4146.375,1.6666666,21.832876,,38
A1032729,20,45.576206,51500,2.5,22.227398,,28
A1032732,73,34.250568,150.7,2.7,22.265753,801,38
A1032736,63,47.242367,8965.3301,1,21.578083,501,38
A1032743,8,54.372601,24.040001,2,2.0849316,501,35
A1032744,18,23.161551,270,1,21.430138,,38
A1032752,172,36.87521,1733.03,1.4444444,20.923288,,38
A1032753,36,94.907303,1255.28,3,25.367123,501,38
A1032755,4,93.377014,360.60001,3,21.065754,452,38
A1032759,21,57.068356,1495.03,5,20.679453,182,38
A1032764,41,11.551806,3134.0234,2,20.726027,,38
A1032785,76,40.068169,1547.7,1.5,19.147945,551,38
A1032787,10,24.655617,13351.72,1,5.2630138,,38
A1032797,29,44.105515,1571.1,1.4,19.717808,252,38
A1032803,24,34.527222,50826.07,2,18.515068,513,38
A1032828,33,48.680248,700,3,19.01096,,38
A1032864,21,36.249336,1127.8,1.2,12.00548,551,38
A1032871,128,40.683266,237.145,1.5,17.427397,,38
A1032878,36,62.780067,3318.99,2,54.873974,,38
A1032881,24,61.772999,29.389999,1.5,18.249315,602,38
A1032882,31,38.280167,1560,3,8.1205482,295,38
A1032907,63,38.677231,4331.0767,1.8,17.342466,,38
A1032924,73,45.641308,9.0200005,2.1818182,17.342466,711,38
A1032931,154,48.548073,6645.0601,2,17.383562,,38
A1032936,23,88.714111,772.28003,2,15.210958,,38
A1032949,31,34.98674,7493.1001,1,16.216438,,38
A1032950,45,49.578014,18008.23,1.8333334,7.0876713,551,38
A1032951,267,36.296036,7266.7202,1.4074074,10.978083,,50
A1032955,3,19.841017,217.66,0,15.213698,505,38
A1032960,13,33.29443,1228.17,2,15.923287,451,38
A1032965,7,22.070137,752.64001,2,10.843836,921,38
A1032966,2,38.372902,4883,3,14.827397,930,38
A1032976,54,45.05674,1004.53,1.7142857,16.761644,923,38
A1032980,64,20.409254,19573.395,2,16.679453,524,38
A1032985,15,21.151093,227.314,2,16.641096,741,38
A1033010,24,75.476768,776.46997,2,15.808219,524,38
A1033117,123,58.83107,779.40997,2,22.641096,515,38
A1033416,20,43.986134,58500,1.5,32.104111,552,38
A103477,453,63.204704,288,1.8,13.69589,452,6
A103484,32,16.788055,600,1,10.624658,930,6
A1038865,35,30.715195,855.35999,2.25,12.843836,521,38
A1038910,227,49.893345,16247.627,2.25,38.873974,,35
A1039202,13,42.898392,3478.79,3,10.383562,633,38
A103977,0,35.814877,1412.38,2,12.591781,,6
A104208,36,31.488857,354.64999,1,11.723288,602,6
A104569,16,36.029346,180,2.5,11.857534,452,6
A104597,12,39.452053,176.44,3,2.1616437,851,41
A1047701,25,44.684711,1400,2.125,5.0465755,552,38
A1048417,1,97.020164,1780,2.5999999,1.1616439,921,38
A1048869,40,67.379219,1050,3,13.424658,911,35
A1048896,74,46.868893,13060.4,2.4444444,13.843836,502,38
A1049245,50,229.31784,500,5,13.339726,,38
A1049476,133,50.990776,654.20502,3,8.5068493,,35
A1049654,32,63.864708,750,1.5,11.860274,724,38
A1050377,12,34.820091,3132.03,2,12.00548,,38
A1050432,0,44.22036,6300.7031,2.3076923,5.1424656,551,20
A1051382,9,40.336555,11305.5,1.6666666,5.7369862,,38
A1051635,25,37.861629,143,1.5,10.191781,702,38
A1051687,293,29.402918,512.23999,1.7142857,5.838356,521,38
A1051751,27,44.081276,9.0200005,.5,9.967123,516,38
A1051847,25,91.787399,3213.155,2,9.8410959,,38
A1052187,103,50.796623,2109.3,1.8,5,551,38
A1053827,17,83.933823,1013.73,3,8.2547941,505,35
A1054059,223,46.57217,6020,1.9,6.3589039,551,38
A1054097,27,47.73233,2863.6101,2.6666667,7.1671233,633,35
A1054176,44,33.886032,450,2.3333333,6.8739724,266,38
A1054203,28,83.530907,1800,3,6.9917808,751,38
A1054481,101,47.965557,450,1.6666666,7.1698632,,38
A1054511,109,57.36327,5824.3638,2.2142856,6.7315068,,38
A1054586,53,20.966471,409.79999,1.4,3.1671233,,38
A1054803,24,97.09594,5117.7568,1,5.5041094,,38
A1055140,82,47.195038,1573.6801,2.8,5.950685,,38
A1055528,137,49.669777,13520.844,2.75,4.9150686,913,38
A1056623,163,50.252396,8457.7695,2.2083333,3.419178,621,38
A1058695,42,85.424423,5105.5898,1.5,21.635616,,39
A1058701,120,89.351654,6152.6401,2.0666666,61.791782,351,39
A1058704,30,68.75486,95.440002,2,54.172604,,39
A1058706,114,95.368057,505,2.75,56.720547,,39
A1058740,559,85.380898,17244.42,2.2307692,40.687672,287,39
A1058754,427,54.790005,14250,2.25,36.936985,551,39
A1058757,119,61.526024,3493.26,2,34.934246,452,39
A1058762,104,35.423431,39494.871,1,33.186302,,39
A1058765,44,47.228016,859.40002,1.25,32.742466,141,39
A1058782,56,62.389286,79,2,10.591781,251,39
A1058788,148,88.110664,6539.0898,2.8,28.854795,297,50
A1058800,9,59.785755,13850.95,1,27.931507,,39
A1058801,492,72.868401,281.22,2.5333333,27.435616,,39
A105881,17,47.938,10642.82,2.75,7.0465755,526,28
A1058825,66,30.104645,12655.79,1.7777778,26.687672,152,39
A1058831,235,76.108208,404.07001,2.5714285,25.846575,286,39
A1058834,42,113.60718,9388.4404,2,26.016438,,39
A1058840,80,29.727875,13322.765,1.9,26.057535,203,39
A1058849,28,43.211357,900,2,5,281,39
A1058877,35,63.920811,422,3,24.013699,743,39
A1058878,39,55.901169,18,3,23.928766,,39
A1058880,12,107.7883,2222.03,2,23.805479,,39
A1058888,171,39.56496,4171.1899,1.6842105,23.684931,851,39
A1058926,211,65.64389,952,2.8421052,21.764383,451,39
A1058945,46,118.50599,3914.1699,3,20.476713,751,39
A1058948,155,55.898151,53.490002,2,20.849316,451,39
A1058956,14,25.521835,2551.1667,3,20.572603,452,39
A1058991,392,64.680794,12150,1.9615384,3.709589,,42
A1059014,52,28.728645,1637.24,1.6666666,19.183561,,39
A1059047,176,49.071449,8392,2.375,18.279451,742,35
A1059061,9,74.465263,1198.86,2,17.846575,,39
A1059077,125,45.718143,32884.352,2.3333333,17.512329,155,39
A1059127,282,234.12996,1224,2.6500001,36.775341,401,9
A1059130,130,59.392822,96832.461,2.4000001,29.734247,,46
A106943,81,40.348679,1868.86,1.5,7.7561646,,6
A106955,3,45.213333,7360,3,7.5835614,804,6
A1070388,29,44.766327,104.57,3,15.008219,,33
A1070518,52,53.159332,1567.705,3,14.70137,,39
A1070557,336,47.667328,705.88,1.7619047,12.424658,900,39
A1071203,45,57.25404,25579.74,2,13.509589,747,39
A1071557,14,227.50169,12944.16,3,3.8383563,517,17
A1071592,200,78.847099,135.83,2.5,12.339726,252,28
A107227,93,46.471912,1250.88,2,6.3150687,,8
A107261,14,36.913795,308.16,2.25,4.8356166,204,47
A1072643,3,52.826668,5347.1602,2.3333333,22.476713,923,39
A1072759,47,34.907135,50,3,9.8849316,922,39
A107288,8,32.536247,330.14999,2,5.6054792,,6
A107296,46,52.679855,123,2,6.4219179,,6
A107297,19,42.595371,960,3,6.4219179,503,6
A1073164,14,73.705643,61.040001,3,9.5068493,744,39
A1073208,57,49.527901,60.099998,1.3333334,8.8301373,,39
A1074288,55,36.556896,72.279999,2.3333333,8.0876713,281,39
A1074306,279,60.196747,377.965,1.9375,7.7945204,341,39
A1074348,99,37.137657,3606.0801,1.8,7.468493,222,39
A1074549,71,63.636757,2286.8,2.6666667,7.0876713,,28
A1074739,89,44.275837,6000,1,3.2520547,,39
A1074897,46,57.775391,1427.6,3,5.8630137,748,39
A1075541,6,89.965149,2467.6599,2,4.0958905,,39
A107636,35,30.189823,3209,2,1.6493151,,6
A107641,0,55.052624,237.63,2,4.4547944,922,10
A1076974,54,39.772026,31624.279,2,29.934246,252,40
A1076977,49,45.458885,515.90002,1.6666666,39.378082,602,40
A1076981,18,36.469616,25000,2,37.021919,,40
A1076982,72,46.728546,18826.4,1,35.857533,264,40
A1076985,42,32.879471,7122.6802,2,30.506849,361,40
A1076995,24,64.588768,353.48001,2,27.887671,501,40
A1077023,21,33.766273,360,2,21.638355,602,5
A1077040,38,69.84333,12521.41,2,20.112329,,15
A1077053,22,39.368969,2484.6599,2.3333333,19.575342,361,40
A1077088,1,20.823177,6950,3,5.6410961,,40
A1080403,16,38.387398,2628.1299,2,13.504109,361,40
A1080815,20,33.980476,353,3,10.920547,,40
A1081732,5,7.5444722,1546,2,2.410959,,40
A1081826,153,35.393665,26128.76,1.5,17.342466,,18
A1081831,48,38.104958,248.53,1,21.413698,281,41
A1081849,18,21.240501,61434.18,1,3.1671233,11,41
A1081852,39,36.590347,2587,2.721519,13.463014,802,4
A1081856,396,51.970219,4125.4058,2.4375,56.539726,851,41
A1081864,47,97.000618,20515.859,2.6666667,56.539726,701,41
A1081869,7,68.222633,13313.31,3,39.126026,401,40
A1081872,194,88.966454,5796.6279,2.7407408,1.1643835,,4
A1081876,1,97.634003,300,2.2,8.0027399,158,41
A1081881,8,75.211029,32.009998,2.0526316,34.895889,452,21
A1081886,36,44.444645,2116.3701,2,47.449314,,18
A1081892,49,62.312775,47060.5,1.5,39.126026,312,41
A1081907,110,36.56868,1445,2.5,35.775341,,21
A1081919,33,68.267281,345.85001,2.3333333,40.358906,,41
A1081923,300,97.587929,4422.5,2.8823528,39.126026,742,41
A1081938,130,52.491596,2548.24,1.7777778,3.8383563,513,41
A1081948,6,63.505722,7574.5801,3,37.021919,524,41
A1081957,164,51.45015,3790,2.125,36.021919,453,41
A1081974,45,35.111954,4480.2002,1.6666666,17.098631,,46
A1081978,5,29.455906,1703,.66666669,3.1671233,11,41
A1081987,30,39.857925,146.96001,1.5714285,5.1671233,,29
A1082000,47,105.02521,447,2.5,32.309589,502,41
A1082004,22,15.368704,227.19,1,2.7534246,14,11
A1082011,580,21.196571,150,1.5,3.1671233,11,41
A1082033,5,44.965889,742.60999,2.5,3.1671233,11,41
A1082060,84,73.093422,5602.54,1,18.515068,,41
A1082072,156,49.558876,470,2.0769231,28.476713,516,41
A1082088,65,60.788876,4276.5366,2,27.956165,,41
A1082104,33,42.294464,3699.5901,1.75,27.520548,,41
A1082160,62,39.339066,154.854,3,25.013699,503,41
A1082174,51,47.630943,819.57001,1.5,24.852055,,28
A1082177,30,89.744148,24466.23,1.6666666,24.6,,41
A1082178,54,63.606567,93.75,1.75,30.438356,502,41
A1082183,18,28.394024,591.27002,1,24.158905,,41
A1082186,16,62.763145,42,2,24.6,,41
A1082206,38,41.615067,6879.5498,1.3333334,24.098631,,41
A1082219,34,32.084259,850,1,23.852055,,41
A1082235,81,42.022003,1699.4,2,19.515068,,41
A1082250,8,37.690048,2000,1.4,3.1671233,11,41
A1082266,12,65.840164,4533.3101,2.5,22.6,524,41
A1082269,55,30.709942,405.89999,1.8333334,21.972603,713,41
A1082272,58,68.735321,5260,2.6666667,22.6,222,41
A1082291,82,42.418816,70.589996,1.5,22.164383,,41
A1082306,23,61.995892,79681.703,2,21.561644,741,41
A1082342,90,54.348137,141.17999,1.25,21.465754,502,41
A1082350,59,50.21537,918.65997,1.5,24.517809,502,41
A1082382,72,68.016968,150,2.5,21.01096,502,14
A1082393,110,64.072685,120,2.1428571,20.813698,501,41
A1082425,7,53.943417,300,1.75,.75068492,20,5
A1082426,11,33.396656,33.330002,3,20.515068,,29
A1082430,19,36.781574,355.89999,2,18.926027,,41
A1082434,67,67.471664,170.235,1.5,19.049314,,41
A1082477,49,52.657982,61688.5,1.5,19.835617,514,41
A1082484,13,48.071999,27850,3,19.342466,515,41
A1082540,25,40.468437,3997.6726,2.6666667,11.591781,748,28
A1082556,1,54.451874,28442.09,3,8.0027399,741,41
A1082564,9,24.38677,6000,1.2,3.1671233,151,41
A1082569,54,64.395447,27.299999,2.3333333,15.594521,451,28
A1082596,15,48.281536,2272.76,2,17.964384,,41
A1082607,2,62.708054,2101.79,3,17.594521,,8
A1082651,5,27.646595,8000,1.1666666,18.731506,,41
A1082652,16,43.486641,138.14,3,18.252054,,41
A1082697,18,109.22829,1080,2.4285715,17.926027,402,11
A1082742,45,67.230995,12550,2,16.635616,744,41
A1082755,742,112.57217,1071.9467,2.9195402,17.679453,922,41
A1082756,154,115.48004,5202.8398,2.6666667,15.260274,,41
A1082757,73,60.098797,9900,1.8421053,5.9178081,452,41
A1082761,5,59.178082,35852.871,3,8.0027399,741,41
A1082773,33,34.653931,19.23,1.2,3.1671233,11,41
A1082774,95,88.784004,660,2.6666667,17.016438,452,41
A1082779,108,61.486893,174.73833,2.3333333,16.276712,501,41
A1082786,288,46.210232,4132.7749,1.9375,17.008219,851,41
A1082796,64,49.551178,175.13,2,17.041096,,41
A1082887,7,36.60482,5153.73,2,16.594521,672,41
A1082888,49,86.23349,150,2.25,16.556164,501,41
A1083015,20,42.101807,855.17999,2,25.432877,,41
A109488,969,80.431389,8295,1.6888889,33.005478,410,7
A109491,384,101.3716,261.54999,3.2916667,58.038357,,7
A109492,62,77.078949,41190,1.5,54.032875,,3
A109495,61,71.94442,78.470001,2.5833333,2.460274,632,13
A109504,953,94.871773,986.38,2.7586207,8.0027399,,28
A109512,171,87.798141,13837.055,2,51.860275,287,7
A109532,41,60.517693,3949.05,2,43.698631,551,7
A109546,63,63.753288,840.90002,1,42.468494,,7
A109560,65,43.269852,1054.3334,2.6666667,39.21096,633,7
A109561,0,104.65308,585,1,40.69315,,7
A109567,143,38.082561,201.61,2.3333333,30.926027,633,7
A109579,35,57.48632,22.4,2,26.545206,,28
A109585,138,61.567146,1204.4,1,47.945206,,98
A109592,48,36.744232,3806.8,1,35.10685,,7
A109618,171,32.957005,11805,1.7692307,20.682192,551,30
A109619,76,58.390026,10585,1.7142857,7.6739726,551,7
A109648,81,44.499714,3186.73,2.5,34.68219,551,7
A109661,102,49.655201,1652,1.5384616,2.3260274,551,38
A109663,170,54.562534,9477.3701,2,35.539726,551,7
A109664,94,68.292984,56,1.6666666,55.408218,551,7
A109683,7,25.698629,1071,2,32.438354,,7
A109689,63,48.671432,1687.5601,1.6666666,42.750687,551,7
A109694,124,70.678757,25,2.1111112,57.369862,158,7
A109725,325,242.0132,2392.5,2.1818182,26.799999,551,7
A109737,17,15.159445,120,0,32.772602,243,7
A109742,30,59.142197,10575.4,2,32.591782,,7
A109752,15,45.158218,98,1,32.40274,,7
A109754,35,45.195541,560.59998,1.5,17.679453,552,7
A1097545,531,49.931824,11052.99,2.7257142,9.5068493,741,41
A109786,148,53.335178,424.255,2.7142856,31.186302,,7
A1097909,131,80.343132,1021.7625,2.6666667,15.761643,,8
A109818,37,29.719315,7272.8901,2,29.934246,513,7
A1098193,10,33.598026,1834.34,3,14.679452,,21
A1098274,96,46.641968,2389.3333,2.5,15.673972,633,41
A109840,0,94.348763,14938.3,3,19.01096,193,7
A109847,30,17.082384,5730.8799,2,28.435616,,30
A109851,128,40.328442,1424.5649,2.375,43.197262,802,7
A109859,21,75.088814,310,1.8235294,23.882193,634,7
A1098606,17,21.992802,1000,1.6666666,2.9452055,,41
A1098614,142,58.040424,13417.805,2.3333333,15.093151,921,41
A109862,5,20.960236,1910.96,3,28.775343,,7
A1098660,35,77.358521,270,2.5,15.761643,551,41
A109878,2,53.691376,290,1,7.7561646,,7
A109885,43,43.923061,264.44,1.5,28.520548,452,7
A109893,20,45.001617,280.29999,3,15.008219,551,7
A109906,14,32.225452,1546,2,27.317808,524,7
A109910,60,59.030167,9952.5996,3,27.602739,633,7
A109912,49,43.413155,10542.345,2,27.378082,,7
A109915,13,54.117954,179.33,2.5,27.421917,633,7
A109921,136,101.60318,2400,2.2,27.515068,927,7
A109924,23,50.928329,56,3,27.265753,,7
A109928,103,46.603542,60,2,16.846575,,7
A109932,55,81.004227,8850,1.4,56.539726,,7
A1099547,38,46.857189,28362.6,1,15.446575,,41
A109960,0,55.238647,58.650002,2,26.147945,711,7
A109967,6,32.758392,1611.48,3.5,25.265753,741,29
A109977,137,54.669903,486.58499,1.6666666,26.016438,,7
A109978,48,55.755131,7367.8301,2,26.016438,501,7
A109993,129,54.611629,25,1.4666667,25.717808,551,7
A110010,9,31.200562,2364.2649,1.3333334,19.843836,514,7
A110073,37,94.075928,6068.6299,2,57.501369,,7
A110099,45,74.840759,5332.77,2.25,33.136986,551,14
A110109,28,116.30646,34075.926,2.6666667,23.002739,514,7
A110112,34,39.095848,3000,1.5,23.517809,452,7
A110142,102,60.682453,318.5,1.8333334,23.265753,522,7
A110143,53,30.731243,3665.1851,2,22.671232,516,7
A110221,2,12.381261,735.94,2,22.098631,,7
A110248,27,46.882664,182.07001,3,26.838356,747,7
A110269,49,37.669205,221.03999,2,21.750685,,7
A110272,76,67.380508,16506.631,1.6666666,21.90959,452,7
A110282,42,36.918434,4210.7759,1.6,21.723288,641,7
A110322,50,56.177639,7778.9399,1.5,20.926027,,7
A110394,512,90.098473,1506.062,1.8,34.860275,602,7
A110417,1,114.37812,1280,2.5,7.531507,633,7
A110431,16,38.649483,4527.5532,3,19.717808,,29
A110532,17,46.556789,16006.88,4.3333335,19.257534,453,7
A110552,36,43.532585,1882,2,17.846575,,7
A110555,20,49.362122,1275,2,40.671234,551,7
A110557,22,37.467949,1975,2,12.038356,553,7
A110569,23,66.480118,2743.1882,2.3076923,7.5068493,633,29
A110631,103,42.282516,176.47,2.4000001,18.750685,722,7
A110662,60,86.059082,2280,2.4000001,18.430138,622,35
A110666,234,67.027809,5560.8599,2.7,38.109589,,7
A110734,29,46.077946,800,2.3333333,16.594521,552,7
A110750,99,50.711521,29663.141,3,17.991781,,7
A110768,59,49.681156,2454.0901,1.6666666,14.586302,553,7
A110810,68,60.23341,4140,1.5,21.454794,552,7
A110816,18,51.337002,482.57001,3,8.9178085,,7
A110819,23,37.214039,3090,2.5,17.00548,513,7
A110875,69,36.740005,1803.03,1.75,16.923288,452,7
A110931,42,34.133522,3843.0901,1.75,16.545206,553,7
A110941,228,34.598694,1502.5601,2.3333333,16.602739,,7
A110945,81,64.676025,9795.8037,4,14.679452,,7
A110969,28,95.058083,381.42001,3,16.252054,851,7
A110981,28,35.260441,5742.3599,1.3333334,15.594521,553,7
A110990,9,48.387291,221.62,3,16.871233,,7
A110995,27,27.763859,16004.15,2.5,33.898628,633,7
A111002,60,47.008713,2760,1.6666666,35.775341,,7
A111007,103,69.008049,4710.9102,2.3863637,32.91507,633,8
A111010,163,67.948776,300,2.25,27.931507,514,7
A111015,0,42.091515,1135.91,1,19.09589,,7
A111019,43,42.948441,54.41,3.5384614,3.9424658,611,4
A1115741,84,43.189537,2400,2.25,8.0027399,,41
A1116166,30,53.895615,9163.21,2,15.008219,203,41
A1116736,22,48.577293,515.46503,3,6.4849315,851,41
A1117113,43,26.33835,22743.439,1,13.016438,,41
A1117928,76,60.942474,2970.3,2.1034484,16.046576,701,29
A1117996,64,31.290167,990,2,14.397261,453,14
A1120091,157,92.47541,12506.415,3,12.958904,911,41
A1120823,35,59.335987,690,3,12,631,41
A1120848,2,32.997746,7446.8442,2,5.452055,742,35
A1120988,61,49.365082,670.14001,1.5,12.490411,,41
A1121393,56,53.64286,45612.965,1.4,12.424658,748,41
A1121553,32,69.660835,2075.04,1.6,5.1095891,,21
A1122250,31,53.283306,3471.8433,2,11.00548,,41
A1122698,46,50.768879,8400,2.9285715,10.843836,923,41
A1123614,34,56.936985,1100,1,11.257534,,41
A1124398,62,249.43523,5291.5566,3.8,48.975342,,23
A1124786,53,27.083769,745.04999,2,10.246575,158,41
A1125107,107,33.347054,31852.939,2.1428571,26.326027,514,29
A1125478,12,26.737513,550,2.3333333,9.5068493,804,41
A1125662,9,41.04464,47.529999,0,2.7917807,701,41
A1125955,12,20.949047,90000,2,9.1589041,,11
A1126040,155,51.34444,51.400002,2.4347825,9.1232872,513,46
A1126077,448,104.22984,2892.5,2.2750001,9.2547941,,41
