firmID,nwrks,wage_av,profit_av_firm,educ_av_firm,firm_age,ind,region
"01029399",5,38.66182,840,2,4165,158,37
"01049818",8,96.45,959.68,2,3561,741,8
"01077709",13,40.19353,28060.19,3,10622,660,40
"01078254",1,42.77249,5016.59,3,6452,660,40
"01079181",17,39.15174,8280.5,1.333333,1449,452,40
"011650",12,27.61426,2200.8,2,1925,452,2
"01172895",2,46.60376,11953.34,3,4709,672,28
"01464722",3,29.45788,26123.52,5,1400,950,28
"01464723",12,74.7899,100,2.5,2119,851,28
"01505521",1,78.9609,15254.52,3,7662,,6
"01556706",6,26.70949,6,2,2036,,16
"01581465",11,40.61223,100,2,14928,332,28
"01581566",1,29.93649,1000,2.333333,928,926,28
"01581855",6,33.07101,360,1,5204,14,28
"01584625",3,40.24674,11706.08,1.666667,3938,452,28
"01586601",2,46.31466,19713.89,2,2708,,28
"01632431",15,36.76788,134.48,1,2660,222,37
"01632549",1,37.5209,7685,5,1182,741,37
"01639857",1,40.61743,1381.44,1,531,,40
"01739006",0,29.0562,2800,2,10042,,6
"01907521",14,38.82219,7048.2,2,7238,454,13
"02080389",14,23.26371,490,1,434,,16
"021445",13,120.485,1632.61,2,7518,741,3
"02458107",8,19.37337,532.8,1.5,456,,6
"02513399",4,35.58628,150,3,2433,522,28
"02513521",0,49.15278,14400,2,7669,930,28
"02514910",1,24.55658,175,1,3491,930,28
"02549586",1,36.13692,1200,1,881,,37
"02634739",2,29.72977,577.98,3,2524,742,5
"02635451",1,38.80389,1600,1,90,,6
"0268798",23,52.31802,27.06,4,1125,,46
"02688072",3,43.69112,276.3,1,16861,504,24
"02695951",7,30.1,3600,1,7669,553,28
"02697396",1,31.66357,1133.27,1,361,,3
"0342047",29,35.35557,800,1.5,12131,,10
"0343309",1,32.64378,1045,2,5395,,10
"0344485",5,35.30704,465,1,1797,451,10
"0350318",2,28.60581,1436,1.6,1886,13,10
"0393024",21,370.7679,710,3,8218,,12
"0398762",18,36.07014,2887.572,2,14950,672,13
"0399482",3,34.38274,2083.33,2,13423,,13
"0400455",14,47.04584,3610,1,16054,159,13
"0405772",3,40.58899,14600,2,5096,,13
"0602192",8,69.0411,157.8,3,6137,741,24
"0602505",7,43.792,2520,3,5613,853,24
"0641108",1,45.86153,5449.96,3,40,742,27
"0666578",6,49.91384,485,2,14212,524,28
"0668928",2,31.86644,647.97,1,1868,,6
"0670274",12,25.49611,2400,5,15042,741,28
"0670913",73,26.25598,12460.86,1.333333,1886,,14
"0672302",2,42.64548,2400,0,8705,,28
"0672483",2,30.67759,20629.9,2,3578,,28
"0678270",9,27.84841,1500,2,5057,711,28
"0679358",5,52.49096,2155,5,5920,741,28
"0684115",4,32.00811,816,2,3407,554,28
"0684466",7,50.71227,20088.8,1,15042,,28
"0686349",17,45.01767,27500,2,2190,454,28
"0686931",17,41.82011,100,2.5,14670,804,28
"0691074",4,38.998,1081.8,5,6194,553,28
"0727409",2,40.64986,173.15,2,1424,672,28
"0735283",13,49.56817,75,2.5,2465,524,28
"0764660",25,32.25303,483.51,1.5,1886,11,23
"085119",0,33.52,1177,2,9768,452,5
"091268",3,40.52074,3245.52,1,7871,,6
"092039",2,40.93254,3500,3,7712,453,6
"092252",6,40.06648,275,1,7728,,6
"092910",6,48.18509,1928.803,1,4596,672,6
"0941851",3,30.38673,2714,1.666667,2583,524,33
"094784",2,36.24745,180,1,5812,,6
"094800",0,29.21838,626.57,2,3577,159,6
"A1001671",80,94.29913,700,2.714286,15553,246,36
"A1001680",157,45.15569,38500,1.8125,22310,152,36
"A1001685",614,75.15762,51078.58,1.5,20209,151,36
"A1001686",116,155.6783,930.9392,2.9,15888,244,36
"A1001697",156,38.93095,15737.78,1.578947,12043,,15
"A1001701",18,50.82329,8750,3,18837,,36
"A1001704",80,48.18717,36388.78,2,12386,,27
"A1001707",22,40.4132,250,3,12165,,36
"A1001708",44,103.7615,3230.66,2.167785,7917,451,12
"A1001717",282,51.41627,21035.42,1.473684,11169,452,36
"A1001718",85,45.09192,3000,2.25,10956,513,36
"A1001731",0,38.88245,806.76,1.5,9891,158,36
"A1001733",111,32.94981,48091.82,1.6,9436,152,36
"A1001787",26,30.48668,1282.57,2,8246,,29
"A1001799",0,172.8205,516.41,2.333333,3317,50,36
"A1001817",12,23.26697,2961.28,1,6879,,36
"A1001819",32,39.32432,49387.65,2,7767,252,36
"A1001824",196,42.47833,1529.41,1.9,2638,521,47
"A1001830",28,45.96964,2500,2.384615,6046,913,15
"A1001846",18,26.28339,940,1.5,1886,11,36
"A1001852",109,96.2493,4500,2,7298,281,36
"A1001868",14,62.15,1947.13,1,7083,451,36
"A1002044",260,32.99762,1352.01,1.692308,3957,,46
"A1002308",22,91.08887,76898,2,6640,,36
"A1002386",34,98.22903,5372,2.166667,305,,36
"A1006863",0,60.64043,53873.81,2.375,6604,267,36
"A1014135",63,52.77752,2200,1.666667,8092,295,36
"A1014146",39,48.54839,14732.5,2.333333,6158,452,36
"A1015435",47,26.49202,450,1.75,1521,,36
"A1015745",43,48.43835,900,5,8748,,36
"A1016116",130,30.6147,107106.3,2.666667,2251,244,36
"A1016851",0,66.6526,12000,1.5,1645,746,11
"A1017173",56,61.84634,1598.85,1.5,4277,,36
"A1017248",3,70.54479,999.99,3,972,452,15
"A1018944",41,49.54946,25389.54,2.333333,2905,267,36
"A1020132",37,45.44524,4604.76,2,2183,361,36
"A1021335",303,70.65765,247.8325,2.595041,12495,633,8
"A1021341",51,101.2116,490.6029,2.893617,15042,651,24
"A1021360",20,52.67908,22622,2.5,16993,159,37
"A1021364",306,92.72218,6360,3,19753,244,37
"A1021365",21,57.52074,2424.98,2.5,21367,922,37
"A1021368",24,52.62225,10075.5,1.5,13571,182,37
"A1021380",42,50.75422,5780.78,2.8,19491,221,37
"A1021422",38,44.67004,30281.38,2.833333,8866,452,5
"A1021428",72,80.81354,3954.062,2.5,8641,221,37
"A1021461",50,52.19109,18737.67,2.333333,8015,151,37
"A1021486",28,50.73436,12000,2,7700,,37
"A1021542",49,41.87903,4000,1.666667,6922,151,37
"A102499",12,38.93209,3184,1,6201,,6
"A1025445",8,43.57814,2240,3,12966,157,37
"A102632",25,29.74488,800,1.529412,1886,11,6
"A102756",30,56.31279,75,2.5,183,153,6
"A1030053",38,56.77592,107582.4,3,4801,,37
"A103008",7,39.82318,1825,2.5,5325,501,10
"A1030168",21,62.75737,6480,3,4634,804,37
"A103153",5,199.4546,26558.57,3,5564,,6
"A1032266",13,56.82389,100,3,1165,,37
"A1032501",172,94.83523,4693.98,2.366667,18732,631,35
"A1032502",503,29.255,79.33,1.229508,1886,11,3
"A1032503",21,59.84496,248.5,2.222222,13026,522,35
"A1032506",0,50.85937,893,1.583333,3804,551,35
"A1032507",86,35.49429,309.09,2,5659,524,38
"A1032510",7,44.72869,6916.77,2,14919,,38
"A1032515",11,87.18983,428.03,0,19997,,38
"A1032516",71,29.5162,12167.7,2,4169,502,38
"A1032517",175,124.9405,53866.44,2.125,12866,159,35
"A1032523",216,103.0871,8660.13,2.222222,16919,,38
"A1032533",28,36.09985,322.33,1.4,8521,524,35
"A1032535",35,56.89563,64,2.166667,3703,454,38
"A1032543",34,74.14178,2117.67,1.75,13818,501,38
"A1032547",70,53.72321,5494.53,1.571429,12860,551,38
"A1032553",5,29.45095,768.03,1,5477,,38
"A1032570",66,66.00908,5324.5,2,12169,410,38
"A1032572",55,37.22386,74000.01,1.285714,11680,524,35
"A1032574",119,1364.329,2761.575,2.5,12631,,38
"A1032584",0,42.50856,16440.06,3.090909,14919,851,38
"A1032585",173,42.89751,452.4,2.130435,3820,505,38
"A1032588",37,64.29315,14578.72,2,11598,,38
"A1032610",57,45.13017,1652,1.7,1278,,35
"A1032612",134,127.7258,1832.392,2.8,10897,221,38
"A1032613",54,97.01968,5129.112,3,10925,701,38
"A1032619",47,59.94614,5084.36,2.5,4169,,38
"A1032624",55,42.70712,2274.2,1.8,7880,513,35
"A1032627",26,54.56192,3825,2.5,10578,501,38
"A1032639",4,41.76197,10788.07,2,1452,,38
"A1032655",360,36.71248,215.01,1.72093,7567,524,35
"A1032694",5,65.78824,7420.593,1.5,9071,633,38
"A1032698",148,87.25119,7500.01,2.8,8816,851,38
"A1032699",64,46.933,1398,2.4,9222,513,38
"A1032700",65,84.74672,15200,2.5,9203,,38
"A1032712",41,32.04889,1200,1.571429,9082,453,38
"A1032715",71,59.58603,360,1.611111,183,703,38
"A1032718",58,40.75366,3878.02,1.5,9010,452,38
"A1032722",14,44.54653,16541.59,1,3074,513,35
"A1032724",37,30.98947,4770.295,2.5,8699,851,38
"A1032732",128,84.98341,1192.995,3.333333,8857,801,38
"A1032741",81,47.75524,9276,1.862069,2982,551,38
"A1032743",10,53.4631,1721.11,2.666667,8606,501,35
"A1032744",20,28.11668,342.2,1.5,8552,,38
"A1032752",177,39.41384,29.45,1.333333,8367,514,38
"A1032753",24,38.89137,556,0,8330,,38
"A1032755",0,123.6282,240.4,3,8419,701,38
"A1032759",25,60.68383,3575.22,5,8278,182,38
"A1032764",61,24.95129,4370.075,2,8295,,38
"A1032787",7,24.71277,11808.85,1,2651,611,38
"A1032797",28,74.06802,598.71,1,7927,,38
"A1032803",22,52.70004,52567.71,2,7488,513,38
"A1032804",27,32.98609,876.9,1,7873,361,38
"A1032827",21,25.84109,675,1,7724,,38
"A1032871",89,47.60918,1159.375,2.222222,639,743,38
"A1032879",19,40.16926,499.73,2,6852,551,38
"A1032907",59,40.47235,13990,2.25,7060,552,33
"A1032936",21,99.75789,1602.687,2,6282,452,38
"A1032951",242,35.73923,26660,1.694444,4737,513,25
"A1032976",56,51.31725,1080.275,2,6848,923,38
"A1032985",5,32.38246,590,3,6804,741,38
"A1033011",28,59.73211,3078.2,1.5,9770,513,38
"A1033070",190,41.461,12129.15,1.434783,2891,452,38
"A1033117",125,109.1249,1167.29,2.083333,8994,,38
"A1033416",17,45.10054,57600,1,12448,552,38
"A1033562",112,269.8952,1484.475,1.333333,15104,,38
"A103468",12,57.20107,3960.46,2,5598,153,6
"A103477",931,57.78026,9362.455,1.727273,5729,271,21
"A103484",28,36.8171,840,1,4608,,6
"A103789",34,72.79891,3339.23,3.25,7883,512,28
"A1038674",117,42.66999,2280,1.866667,6818,,35
"A1038910",229,52.86578,30004,2,14919,151,38
"A1039202",22,78.94795,4981.91,2.5,77,747,38
"A104208",40,24.9354,1603.65,1.2,5009,602,6
"A104569",4,36.26163,144,1.666667,4184,452,6
"A104597",9,55.09064,654.37,3.666667,1519,851,41
"A1047845",5,62.45269,450,4,6149,514,38
"A1048203",517,49.05559,10244.8,1.852941,5201,551,38
"A1048417",13,68.29764,627.5,3,4688,921,38
"A1048773",2,22.93913,705.87,5,364,,38
"A1048869",44,73.51882,360,3,5630,911,35
"A1048873",12,84.58441,1500,2,3804,501,38
"A1048896",34,53.30067,13299.08,2.090909,2586,501,35
"A1049350",47,47.26434,165,1.5,5569,632,38
"A1049476",49,52.71298,385.575,2.375,3835,501,38
"A1050337",3,50.12966,23,2.5,1352,513,35
"A1050377",1,37.16606,1603.58,3,5112,927,38
"A1050432",5,43.09449,9414,1.916667,2647,552,7
"A1050870",320,65.33016,4740,1.684211,4948,551,38
"A1051007",0,63.22492,9829.84,1.444444,4045,551,38
"A1051243",205,158.9908,2561.47,1.666667,3531,551,38
"A1051382",7,48.67118,15500,1.5,2824,930,35
"A1051419",28,43.00886,4891.86,1.3,4585,501,38
"A1051513",4,42.6009,270,0,1886,11,38
"A1051687",304,101.4827,2055.83,1.875,2861,521,38
"A1051847",23,104.6941,5809.6,2,4322,,38
"A1052065",27,39.5821,191.03,2,3074,554,38
"A1052187",94,50.24318,2163.6,1.6,2555,551,38
"A1052316",43,354.7953,22662.12,3.5,2921,,38
"A105368",29,126.0213,3600,2.8,4382,851,6
"A1053827",18,87.2218,15417.24,2.5,3743,515,38
"A1053836",45,57.67246,4920,1.8,3105,,38
"A10539",133,54.69157,6000,2.166667,10225,926,2
"A1054059",239,51.41253,6174.37,2,3051,551,38
"A1054097",33,47.53052,7537.93,2.5,3346,,38
"A1054203",35,89.80527,13961.76,2.666667,3282,,38
"A1054511",124,72.82066,6603.05,3.166667,3217,921,38
"A1054803",29,174.9239,14117,3,2739,,38
"A1055140",50,51.54564,1700,4.333333,2902,741,38
"A1055528",135,56.92074,2487.532,2.769231,2524,913,38
"A1056623",153,64.76227,133.23,2,1978,621,38
"A105679",28,253.9862,12125.5,3,3924,,10
"A1058095",0,35.02913,28712.26,1,1571,926,38
"A1058695",54,61.23157,5535.78,2.75,8627,221,39
"A1058702",119,100.9356,208.56,2.5,22454,,28
"A1058704",31,73.92239,150,2,20503,501,39
"A1058705",28,60.67778,2729.86,3,15431,922,39
"A1058706",98,95.15493,1510,1.857143,21433,221,39
"A1058709",111,159.5854,743.11,2.222222,22977,,28
"A1058712",426,58.49063,8335.66,1.925926,21367,172,39
"A1058721",28,48.6554,32944.3,2,18668,660,39
"A1058724",15,108.399,58,2,6929,,39
"A1058740",565,92.1528,6.01,2.09375,15581,297,39
"A1058742",93,50.13693,190.99,2,16681,,39
"A1058751",46,61.38079,152.06,2,14153,142,39
"A1058754",431,63.65528,4068.94,2.138889,14212,551,39
"A1058782",59,69.90255,980.25,2,4596,251,39
"A1058788",146,94.07678,9771.86,2.428571,11262,297,39
"A1058801",494,70.47618,461.74,2.181818,10744,,39
"A105881",61,43.46382,10485.95,2.4,3985,526,29
"A1058825",49,35.60563,24802.85,1.666667,10471,152,39
"A1058849",45,61.97849,756,2,10105,452,39
"A1058877",39,56.03923,447,2.888889,9495,743,39
"A1058878",35,58.61875,173.43,2.8,9464,513,39
"A1058880",15,117.6107,523.86,2,9419,251,33
"A1058888",191,44.06376,6829.19,1.88,9375,851,39
"A1058890",85,68.36245,600,2.5,9314,501,39
"A1058901",17,39.20985,2990,1.666667,9130,158,39
"A1058913",25,33.09286,68101.9,2.333333,8764,602,39
"A1058926",226,65.84772,1483.8,2.117647,8674,,39
"A1058945",56,132.0288,22533,3,8204,,39
"A1058956",16,52.14592,4000,3,8239,452,39
"A1058961",25,46.78441,17917.72,1,8279,513,39
"A1058991",428,85.93774,9433.4,1.90625,4016,452,39
"A1059002",23,50.46651,2405.43,2.5,7883,502,39
"A1059014",42,32.68248,872.95,2,7732,,48
"A1059077",160,47.90868,52500,1.666667,7122,155,39
"A1059092",124,65.24249,143.92,1.928571,6938,452,39
"A1059094",21,44.55163,500,1.5,6864,,28
"A1059127",272,251.3481,3575.64,2.666667,14153,401,9
"A1059130",131,78.78423,53400.95,2.4,11583,,39
"A1065632",36,37.31879,800,2,6520,602,39
"A106882",106,74.83981,552,1.666667,3651,,6
"A106943",102,46.49313,2225,1.444444,3561,151,6
"A1070518",69,141.3507,383.39,2.666667,6096,923,39
"A1071557",12,171.8061,634.34,3,2131,,8
"A1072058",19,68.93494,90.15,3,3985,652,39
"A107227",71,53.01817,1467,1.6,3035,,21
"A1072643",3,37.71,2874.115,2.2,8934,923,39
"A1073158",8,71.274,2235.51,1.5,974,452,39
"A1073164",13,78.5737,338.16,3,4200,744,39
"A1073349",66,49.58155,152.21,2.466667,2373,742,33
"A1074306",282,66.68253,582.38,2.3125,3575,341,39
"A1074348",86,37.94581,999.085,2,3456,222,39
"A1074549",91,73.31295,3047.913,1.8,3317,752,39
"A1074897",41,74.48421,2625.26,2,2870,,28
"A107551",11,30.05897,500,2.666667,1844,11,14
"A1075541",7,95.48548,366.57,2,2225,744,39
"A107617",160,52.32701,7170.51,1.5,2391,266,6
"A107636",39,28.47889,4279.94,1,1332,,6
"A1076974",79,48.84131,45791.41,1.833333,11656,252,40
"A1076977",9,100.6729,555.82,1.8,1766,602,9
"A1076982",74,50.6252,20200,1,13818,,40
"A1076985",43,46.92448,3129.557,2,11865,,40
"A1077037",21,61.80731,15286.1,2.121212,1747,452,19
"A1077040",26,73.1469,1150,2,8071,,40
"A1077053",17,41.99669,270.6967,2.5,7875,361,40
"A1077067",57,45.40595,276.76,2,2190,602,39
"A1077093",180,76.0525,13120.73,2.333333,7544,157,40
"A1080815",21,61.97284,1059,3,4716,922,40
"A1081234",43,58.13308,89903,3,3339,151,40
"A1081804",18,41.2303,259.335,3,1125,633,40
"A1081816",110,107.4843,1070.665,2.901961,14981,651,14
"A1081826",161,36.03911,59607.88,1.5,7060,,6
"A1081829",25,65.09126,2515.115,3,7091,265,41
"A1081831",48,55.06288,12027.08,1,8546,,41
"A1081849",33,12.8,67109.4,1,1886,11,41
"A1081852",189,61.35011,5419.217,2.613333,12843,802,29
"A1081855",139,134.1376,14570.27,4,10744,,28
"A1081856",384,91.76733,9791.673,2.444444,21367,851,41
"A1081864",52,100.0695,15333.3,2.777778,21367,,41
"A1081869",7,75.04948,2895.14,3,15011,401,41
"A1081872",198,87.92773,3835.256,3.0625,1155,,50
"A1081876",172,112.6474,900,1.8125,21367,158,41
"A1081907",100,38.17271,602.265,1.75,13788,,41
"A1081914",394,114.6915,25241.7,1.923077,20240,271,41
"A1081919",35,79.44048,300,2.333333,15461,524,41
"A1081923",377,94.34591,6606.333,2.535714,15011,742,41
"A1081929",82,85.41996,13869.76,2.2,14736,,40
"A1081932",287,79.08992,575.98,2.098039,21259,452,41
"A1081938",121,55.80393,4506.08,1.625,2131,513,41
"A1081957",121,63.20131,1520,2.111111,13878,453,41
"A1081978",9,87.38879,1473,1.25,1886,11,6
"A1082000",35,99.9891,421.265,2.333333,12523,,41
"A1082009",19,67.0662,4654,5,12348,703,41
"A1082011",190,22.76035,3261,1.4,1886,11,41
"A1082023",56,37.79953,2241.08,1,12221,,41
"A1082029",872,144.5109,4154.195,2.573529,14609,410,41
"A1082033",7,64.20574,6670.87,2.75,8705,452,41
"A1082036",1463,84.13484,50,2.090909,17758,602,41
"A1082041",30,37.79497,25072.14,1.8,11746,252,41
"A1082072",182,58.15915,16.5,2.105263,11124,516,41
"A1082076",522,37.61223,60000,2.34375,11046,713,41
"A1082088",66,69.65762,4218.567,2,10934,502,41
"A1082098",4,37.17769,35868.1,3,3521,,41
"A1082099",5,35.26292,12000,2.333333,10682,158,41
"A1082104",36,57.85097,4722.35,1.5,10775,505,41
"A1082118",15,77.61261,450.385,1.333333,10591,285,41
"A1082160",34,44.086,221.905,1.875,9860,501,41
"A1082162",1,17.78301,12.04,3,553,524,41
"A1082177",16,88.36372,27209.23,1.6,9709,,41
"A1082181",26,49.04247,18544.92,1.5,9688,,29
"A1082206",31,57.70603,6842.47,1.5,9526,,41
"A1082226",64,48.48016,4306.6,2,9280,361,41
"A1082235",83,40.1388,11846.38,2,7853,851,41
"A1082263",14,465.3275,3300,3,8853,921,41
"A1082266",16,59.30458,1561.51,2.2,8979,,41
"A1082272",67,52.20635,1960,2,8979,222,41
"A1082291",80,43.15228,179.86,1,8820,,41
"A1082308",105,35.91833,1800.32,1.6,8491,513,41
"A1082331",97,101.7641,60,2.714286,8629,410,41
"A1082339",0,49.68798,102532.3,1.8,1094,,41
"A1082342",94,55.52515,142.12,1.6,8565,502,41
"A1082343",91,56.156,3200,1,8460,361,41
"A1082350",0,44.40408,837.77,1.8,9679,,41
"A1082368",40,81.90644,148.51,2.25,8410,501,41
"A1082382",68,77.58057,3600,2,8399,,14
"A1082393",117,50.42637,141.13,1.666667,8327,501,41
"A1082405",16,41.7023,1675,1,8156,502,41
"A1082415",1,57.18,220,1,7378,744,41
"A1082416",65,65.52485,3783.695,2,8274,,18
"A1082426",13,53.93679,883.3333,3,8218,221,41
"A1082430",17,44.62225,775,2,7638,,41
"A1082434",85,73.90005,294.12,1.25,7683,501,41
"A1082464",44,114.4641,466.47,2,8061,245,41
"A1082484",14,53.12162,38450.8,3,7790,515,41
"A1082529",1496,81.10433,8561,1.84127,8034,900,41
"A1082540",18,56.44238,7955.786,3.8,4961,748,28
"A1082542",2,25.1088,2535.37,2,4885,,41
"A1082550",5,35.36091,1104.05,2,7791,158,41
"A1082556",1,65.6839,31876.65,3.666667,3651,741,41
"A1082564",34,32.32057,3035.695,1.333333,7730,,6
"A1082583",176,64.33456,6759.5,1.909091,364,926,41
"A1082588",29,54.29825,1800,2,7588,452,41
"A1082596",0,54.80287,260.22,2,7287,262,41
"A1082615",57,36.39063,2820,1.5,7610,515,41
"A1082652",14,46.5084,2730.906,3,7392,,41
"A1082657",9,126.5288,1400,3,6851,703,41
"A1082671",198,83.8286,71.47,2.555556,7468,,41
"A1082694",2,72.98444,326.92,3,5087,524,23
"A1082697",14,100.7406,225,2.357143,7273,402,11
"A1082723",27,53.39341,1246.07,1.571429,7096,501,41
"A1082742",79,101.2196,1046.323,1.9,6802,921,11
"A1082755",753,122.1987,2668.6,2.955555,7183,922,41
"A1082756",42,124.3672,6399.49,2.851852,6757,922,29
"A1082757",100,57.57288,7700,1.806452,2890,452,41
"A1082761",5,65.75343,35170,3,3651,741,41
"A1082779",33,67.67405,232.455,2.333333,6671,502,41
"A1082786",276,63.64492,4504.76,2.125,6938,851,41
"A1082795",64,31.40133,6947.79,3,7032,851,41
"A1082798",42,35.79847,96.2,2,6167,524,41
"A1082887",7,46.35167,4498.38,2,6787,672,41
"A1082888",42,143.0815,1350,2.4,6773,,41
"A1082891",169,40.65819,2795.01,2.1,6600,747,41
"A1083015",21,49.01093,1450.87,2,10013,,41
"A1083684",87,438.9767,180,1.785714,19851,926,41
"A109351",13,52.21058,164.7067,1,1357,502,6
"A109380",48,89.98998,96.13,3,1337,452,6
"A10939",255,57.68323,396.04,1.863636,6355,158,2
"A109488",906,100.0517,9250.18,1.723404,12777,900,7
"A109490",100,171.3116,4710,1.75,9495,,7
"A109491",365,121.3025,1947.523,2.684211,21914,651,7
"A109492",19,75.77539,21793.01,1.5,22749,144,7
"A109494",374,55.07497,545.8433,2.65625,21548,633,8
"A109501",694,105.3141,10887.55,2.982759,3135,,28
"A109502",6,64.24419,815.965,1,21914,,8
"A109504",939,103.3067,861.2388,2.733333,22098,651,7
"A109512",174,103.5024,13213.75,2,19659,287,7
"A109513",104,99.40642,2566.79,2.5,13117,221,7
"A109517",23,54.88631,316.36,2.5,15042,,7
"A109540",541,84.18217,22128.78,2.625,14184,,7
"A109555",48,45.75753,245.63,2.166667,16994,633,7
"A109560",45,52.71653,187.965,2.25,15042,,29
"A109562",488,65.0871,39321,2.24,15704,851,7
"A109567",30,40.65516,1048.47,2.846154,3013,633,35
"A109585",134,68.49593,789.45,1,18230,221,7
"A109587",24,42.18777,2311.6,2,15042,261,7
"A109589",2,47.89699,997.5,2,8664,,7
"A109590",13,41.48803,4742.89,1.5,14640,221,7
"A109592",5,37.80674,4173.96,1,13544,551,18
"A109605",74,55.18067,1750,1.777778,14861,452,7
"A109607",134,63.26759,9900,1.75,17821,452,7
"A109611",3,45.73655,4739.75,1,14452,551,18
"A109629",42,44.755,2366,1.5,14153,551,7
"A109648",76,48.04383,1604,2.2,13389,,7
"A109663",4,56.49415,3250,1.428571,13702,551,7
"A109667",59,44.90669,195,2,11656,551,7
"A109694",9,49.81519,105,1.714286,2698,513,28
"A109722",209,39.79055,2576.99,1.888889,12733,551,7
"A109725",95,55.0495,2700,1.888889,10512,551,7
"A109728",82,76.8153,88.73,1.75,12578,451,7
"A109742",4,83.69535,125.23,2,7944,633,3
"A109750",16,50.50928,1820,2.714286,12638,633,7
"A109752",13,48.88986,56,1,12557,451,7
"A1097545",145,53.63755,7964.625,2.644444,4200,741,21
"A109756",20,45.83036,648,1.4,17980,452,7
"A109764",82,84.66331,144.85,2.2,12135,551,7
"A1097710",409,48.76747,6235.803,1.990676,5661,20,18
"A109774",167,65.26694,40,2.1,16728,,7
"A109778",123,46.73404,1270,1.625,4322,551,7
"A1097909",95,76.15042,593.965,1.833333,305,,21
"A1098049",41,34.16751,4000,2,5606,926,41
"A1098193",11,38.13674,3109.74,3,6088,,41
"A1098274",73,36.5057,1239,2.444444,6451,633,41
"A1098371",288,32.51122,72950,2,4016,923,41
"A109839",34,42.13417,2107.11,1.666667,11095,553,7
"A109847",30,36.86356,486.04,2,11109,,30
"A109851",151,56.08872,6136.775,2.2,16497,802,7
"A109853",63,40.27695,14014.5,2.4,11321,,7
"A109854",0,46.42967,473.2,2,11182,551,7
"A1098614",165,72.26106,8873.665,2.578947,6239,,41
"A109906",14,41.21704,1885,1,10701,,7
"A109921",187,95.26374,300,2.5,10773,927,7
"A109932",56,49.31196,7432.4,1.5,21367,452,7
"A1099547",45,42.33555,51145.19,1.333333,6368,,41
"A109967",6,49.68066,1617,2,9952,741,29
"A109977",130,53.39104,619.395,1.4,10226,502,7
"A109978",47,66.71954,11006.45,1.75,10226,501,7
"A109993",51,63.25324,472.39,1.181818,10117,551,7
"A109995",40,37.66077,2250,2.333333,9996,524,7
"A110010",9,52.56849,5297.755,2,7973,,28
"A110018",47,342.6618,4274.6,3,9852,,7
"A110025",27,73.43343,68.5,2,9985,501,7
"A110031",109,69.15606,500,1.857143,2739,551,38
"A110073",55,77.57558,9627.53,2.5,21718,453,7
"A110080",144,57.27852,594.81,1.846154,8377,551,7
"A110096",30,45.57048,4777,1.5,9464,203,7
"A110099",17,61.64158,5794.89,2.333333,12825,551,23
"A110102",21,42.86981,450,2,9441,,7
"A1101070",10,40.64175,12.02,1.5,6446,,28
"A110109",4,225.2118,75710.74,2,3049,524,8
"A110125",19,53.27255,2695.44,3,9337,922,7
"A110137",9,52.73941,1950,1,9010,,7
"A110142",62,62.47453,879.35,1.4,9222,513,7
"A110143",26,35.36284,7156.22,2,9005,516,7
"A110146",13,53.18811,100,3,12317,930,7
"A110188",6,39.34727,2091.96,2.333333,364,503,7
"A110211",60,63.50088,1200,2,3651,,7
"A110227",21,48.22691,1138,1,4351,551,7
"A110272",85,68.09476,20502.05,1.444444,8727,452,7
"A110278",935,93.99664,677.5,2.837288,3773,621,15
"A110279",2,41.69592,189,1,8642,,7
"A110282",43,47.50095,1663.75,1.75,8659,641,7
"A110322",44,55.9097,8265.65,1.714286,8368,551,7
"A1103776",16,57.39577,1200,1.727273,328,453,41
"A110394",572,109.8347,288.8775,2.095238,13454,602,7
"A110417",1,94.54673,127,2.333333,3479,633,7
"A110424",109,48.23431,4896,1.733333,2921,551,7
"A110431",3,50.08707,4006.105,3,7927,633,38
"A110532",15,96.4351,17309.76,5,7759,453,7
"A110543",93,130.046,975,2.333333,16538,930,7
"A110557",25,41.74887,2327.11,2,5124,553,7
"A110564",0,24.64872,12240,3,3826,552,7
"A110569",185,78.09763,3787.842,2.583333,3470,,29
"A110610",48,98.10701,3427.5,2.770492,3269,622,3
"A110649",10,62.014,5421,2.666667,7152,,7
"A110662",164,86.09386,4200,2.138889,7518,622,7
"A110666",238,67.76843,6492.858,2.2,14640,,7
"A110674",39,51.17641,1595,1.25,7493,452,7
"A110734",2,75.6,567,1,6787,,7
"A110750",83,74.25423,34692.63,2.714286,7297,851,7
"A110757",26,98.04405,120,2,7269,,7
"A110819",20,38.50914,2084.51,2,6937,513,7
"A110821",78,73.27341,480,2.333333,3592,452,7
"A110851",3,89.37698,2952,5,13487,,7
"A110872",99,54.14064,905,2.166667,4016,,7
"A110887",37,37.17893,6500,2,8521,,7
"A110931",31,36.41875,5722.68,1.666667,6769,553,7
"A110934",11,63.79961,910,2,6757,552,46
"A110941",27,38.17434,445.54,2.416667,6790,923,7
"A110945",68,70.82629,15839.26,4,6088,,7
"A110961",6,55.00265,843.3,3,6573,,7
"A110981",28,38.48769,5790.72,2.125,6422,553,7
"A110990",2,65.74709,222,3,6888,551,7
"A110995",12,32.63679,12686.64,3,13103,633,7
"A111007",123,76.38352,2667.67,2.444444,12751,633,7
"A111010",7,69.15154,67,2,3378,514,8
"A111011",259,66.88208,6347.45,1.418605,15127,554,35
"A1116166",33,52.79455,5813.38,2,6208,,41
