firmID,nwrks,wage_av,profit_av_firm,educ_av_firm,firm_age,ind,region
"A1021390",77,67.13648,387.6,2.75,16077,,37
"A1021399",11,48.88526,12,1,10671,,49
"A1021422",26,123.2072,11947.99,4,9962,412,37
"A1021428",69,80.7019,7766.64,3.166667,9737,581,37
"A1021461",45,100.08,31818.47,4.333333,9111,101,37
"A1021494",13,61.31545,52.04,2,2190,,42
"A1021522",9,58.66425,3430,3,8034,465,37
"A1021542",43,43.28429,29333,2,8018,101,37
"A1025445",7,49.87312,2240,3,4747,,37
"A1025453",28,40.9143,348.2,5,7669,,37
"A102650",8,42.74357,651,2,5098,101,6
"A102756",91,60.08625,1333.333,3.076923,6526,463,6
"A1030053",32,49.06731,85931.6,3,5897,,37
"A1030168",23,52.84375,872,4.5,5730,855,37
"A1031020",10,68.92987,1100,1,4916,412,37
"A1031081",5,112.5481,3405.95,5,4641,412,37
"A1032266",18,61.90597,403.31,5,2261,,37
"A1032495",32,49.27806,1100,2,16015,467,38
"A1032500",261,77.95691,4419.39,2.406977,11628,493,38
"A1032502",426,33.80086,38.75,1.402778,2982,11,3
"A1032503",70,84.28593,100,2.285714,14305,,35
"A1032507",69,45.55872,1148.03,2.875,13357,,38
"A1032509",33,93.43779,15000,2.333333,7975,522,38
"A1032515",11,98.02687,3224,0,21093,,38
"A1032516",56,19.10234,23825.07,2,5265,452,38
"A1032517",239,118.8026,65276.38,2.318182,22463,110,38
"A1032522",0,117.1091,2901.47,3,18310,,38
"A1032523",163,81.2095,4038.4,3,18015,105,38
"A1032547",54,63.24786,108.82,1.833333,13956,,38
"A1032561",37,54.50254,270,2,9709,910,38
"A1032570",57,68.06146,401.055,2.5,13265,,38
"A1032588",36,54.28225,6078.83,2,12694,412,38
"A1032592",122,52.63115,46.11,2.166667,12631,,38
"A1032595",373,29.39103,179.75,1.958333,12417,469,38
"A1032601",162,41.51011,5003.2,2.7,8764,620,38
"A1032612",124,158.6238,9558.1,4,11993,,38
"A1032613",49,71.41063,277.3,3,12021,411,38
"A1032614",64,50.80664,750,2.2,9317,432,35
"A1032619",8,42.93909,165,2,11871,451,38
"A1032624",34,96.08696,4142.13,2.5,8976,463,35
"A1032639",7,65.54617,9106.205,2,2548,,38
"A1032646",223,47.289,624.17,1.875,11262,,38
"A1032661",18,62.71597,280,2.5,10987,,35
"A1032666",12,29.62586,110,1,10729,469,38
"A1032683",6,78.69663,271.93,2,10560,,38
"A1032689",32,52.12755,36.07,1.333333,10384,,35
"A1032694",4,748.9713,7852.462,0,10167,,38
"A1032698",150,80.51689,17001.48,3.222222,9912,,38
"A1032707",142,91.39915,847.08,2.222222,8774,551,38
"A1032715",69,41.09211,22200,1.9375,9879,561,38
"A1032718",17,42.01583,1527.38,1,10106,,38
"A1032724",40,31.94258,5896.35,3,9795,,38
"A1032741",0,53.02792,131.21,1.84,8798,551,38
"A1032743",9,61.07206,241,2,9702,451,35
"A1032752",141,52.52763,2135.34,1.6,9463,464,38
"A1032759",24,67.74838,3715.6,6,9374,143,38
"A1032764",49,41.79393,67.8,2.333333,9391,,38
"A1032770",43,37.2872,116.68,1.714286,9222,551,38
"A1032797",27,65.72121,1001.61,1,9023,222,38
"A1032803",22,34.38105,51042.15,2,8584,,38
"A1032806",87,83.12362,132,2.230769,8949,471,38
"A1032852",120,59.68536,1351,2.4,8675,,38
"A1032871",108,52.69945,1310,3,1735,712,38
"A1032878",29,79.4791,7135.68,3.5,21855,411,38
"A1032884",6,45.17911,1280.317,2,3733,,38
"A1032893",16,31.06239,585.34,2.333333,639,551,38
"A1032909",20,15.718,609.09,1,8276,471,38
"A1032923",11,32.82267,18434.66,1.125,7669,463,38
"A1032932",52,55.00897,430,3.5,8185,465,38
"A1032951",207,36.62678,16800,1.769231,5833,463,25
"A1032976",52,48.73386,382.23,2.25,7944,932,38
"A1032980",48,26.27432,708.11,2,7914,475,38
"A1032983",97,45.22985,7936,1.6,7905,,38
"A1032985",5,37.00676,2690.88,3,7900,692,38
"A1032998",8,51.02096,3999.77,3,7814,,38
"A1033011",26,63.43735,1423,1.5,10866,463,38
"A1033070",213,50.92745,12497.62,1.705882,3987,421,38
"A103347",22,63.26087,1200,1,6809,,6
"A1033562",103,305.7905,3200,3,16200,931,38
"A103468",11,56.40797,4831.3,2,6694,,6
"A103477",621,64.51205,1247.28,1.807692,6825,241,6
"A103789",44,80.13107,5863.6,2.75,8979,201,24
"A1038891",41,42.19864,131.21,2,1137,552,38
"A1038910",228,69.10487,7826.6,2.25,16015,101,38
"A1039202",6,71.68453,2734.66,3,1173,,38
"A1039601",50,64.55367,3360,3.444444,4808,732,38
"A1042081",229,57.82514,101.1,1.712121,5022,561,29
"A1043222",40,43.66605,797.48,1.75,7326,551,38
"A1047998",79,65.34882,1800,2,7193,,28
"A1048203",419,53.44132,435.3,2.027027,6297,,38
"A1048417",168,68.85504,1390.2,3.714286,5784,591,38
"A1048761",21,30.50939,77.5,1.333333,2982,11,38
"A1048869",40,75.93611,235.3,3,6726,,38
"A1048896",55,50.72143,6159.65,2.571429,3682,,35
"A1049245",49,170.5734,917.5,4,6695,,38
"A1049476",34,81.19568,1020.74,2.8,4931,451,38
"A1049654",62,50.99018,14166.65,4,6155,581,38
"A1050432",45,40.72631,7449,2.125,2586,,38
"A1050983",34,46.71101,1320,2,5004,,38
"A1051017",69,134.2928,3720,4.5,5981,721,38
"A1051123",18,53.3079,5500,4,5765,,38
"A1051248",221,32.11753,66.55,2,2921,11,38
"A1051382",20,64.37337,1449.45,2.6,5711,683,38
"A1051419",10,52.96726,2127.52,2,5681,451,38
"A1051513",6,48.496,316.88,0,2982,,38
"A1051687",255,91.43344,16.04,2.125,3957,471,38
"A1051847",25,120.803,7200,4,5418,702,38
"A1052187",97,44.25585,1339.63,2,3651,551,38
"A105368",29,29.97066,1574.407,2,5478,,6
"A1053827",18,107.7717,1808.25,3.25,4839,467,35
"A1054203",52,102.0439,704,4.333333,4378,841,38
"A1055140",45,84.0764,7741.92,5.5,3998,702,38
"A1055528",147,62.43514,1275,3.307692,3620,949,38
"A1057050",64,120.6776,7950.63,3.142857,2587,511,38
"A105856",120,55.13892,7486.445,1.8,5097,,6
"A1058692",37,68.30066,8099.2,2.5,12692,,39
"A1058698",299,166.5578,6059.481,3.520262,21701,641,47
"A1058701",100,109.4564,122.01,1.666667,24380,301,39
"A1058703",12,117.6971,1344.48,2.75,17126,467,34
"A1058704",31,74.83293,100,2.333333,14275,,39
"A1058705",31,107.9787,2729.86,4,16527,601,39
"A1058706",71,115.0233,1180,2.5,22529,581,39
"A1058709",115,137.4515,12765,2.833333,13353,,33
"A1058712",355,62.54383,12204.06,2.238095,22463,132,39
"A1058721",30,59.6851,23376.32,2,19764,,39
"A1058727",90,84.96638,232.52,2,13513,467,39
"A1058740",221,90.61647,797.84,2.527778,364,275,50
"A1058741",49,39.62023,545.21,2.25,18217,102,39
"A1058745",49,57.92294,57.07,2,22164,233,39
"A1058748",35,83.33605,1259.63,4,15758,,39
"A1058751",64,59.6944,36,2.4,15249,81,39
"A1058757",14,96.53899,89048.89,3,14577,412,39
"A1058788",140,98.9344,3625.3,2.428571,12358,282,39
"A1058801",0,79.12877,3061.2,2.6,11840,293,98
"A1058809",166,65.62788,656.08,2.166667,4292,861,39
"A105881",38,70.86212,11691.28,2.833333,5081,479,8
"A1058825",39,51.26918,14606.73,1.75,11567,102,39
"A1058849",40,53.71336,314.15,1.666667,11201,412,39
"A1058853",12,37.63962,950,2,9679,561,39
"A1058855",6,59.57918,33.69,3,11026,,28
"A1058866",58,68.05758,15.03,3,10836,222,39
"A1058877",28,62.13503,67.3,3.5,10591,712,39
"A1058880",18,141.7158,5938.76,2,10515,221,33
"A1058888",231,47.67605,180.3,2.083333,10471,869,39
"A1058913",29,67.77614,26957.05,3,9860,494,39
"A1058926",191,63.9174,46.73,2,9770,431,39
"A1058945",85,135.4533,25875,4,9300,,39
"A1058948",137,67.14469,427.89,2.230769,9436,431,39
"A1058956",9,45.96761,7500,2.8,4953,551,29
"A1058974",1824,41.08698,37.29,2.149068,4535,472,39
"A1059002",13,52.51126,2485,2,8979,,39
"A1059004",47,78.25078,16572.33,3,8962,494,39
"A1059014",25,33.70528,716.07,2,8828,,48
"A1059035",65,41.0611,2406.265,2,8584,494,39
"A1059077",194,47.91656,84000,2.222222,8218,105,39
"A1059127",279,262.7746,7014,2.866667,15249,351,26
"A1059130",99,94.99175,10190.75,2,12679,,8
"A1066361",102,44.20089,3600,3.055556,7396,,39
"A106838",267,100.4137,270.2,2.384615,3286,,28
"A106882",103,24.18934,264,1.666667,4747,245,6
"A106943",92,50.32917,4252.5,1.25,4657,,6
"A1070388",26,52.30411,493.94,3,7304,310,39
"A1070518",46,121.1111,3108.333,2.333333,7192,900,39
"A1070568",16,78.96751,598.55,3,4593,,39
"A1071203",32,71.41678,3600,2,6757,381,39
"A1071557",12,178.9039,1485.32,3,3227,,8
"A1072058",21,76.86482,971.3125,3,5081,,46
"A1072643",3,36.15599,20773.85,2.428571,10030,932,39
"A107296",36,54.55567,397.1,2,4170,453,6
"A1073409",17,22.5409,720,2,5041,222,39
"A107363",2,166.1411,134.66,3,3956,411,6
"A1074306",86,71.64011,72,2.571429,4504,451,19
"A1074616",26,82.83385,1634.81,2.75,4298,475,39
"A107555",15,62.01283,3745.167,3,3857,910,6
"A107636",38,36.96846,5929.95,2,2478,,6
"A1076974",59,51.20823,35601.49,1.75,12752,222,40
"A1076983",55,62.58858,70,1.75,14854,236,40
"A1076985",28,45.63474,1449.12,1.666667,12961,310,40
"A1077005",22,64.03155,1452.31,2.5,11262,,40
"A1077037",4,63.24857,9136.385,2.216216,1064,421,13
"A1077042",20,59.56351,4000,2.333333,11420,412,40
"A1077088",1,44.1562,15000,3,3885,,40
"A1077093",184,73.39072,625.75,2.454545,8640,109,40
"A1081829",23,87.26904,193.11,3.666667,8187,235,41
"A1081834",5,24.53625,16660,2,2982,11,41
"A1081842",45,80.5053,37471,2.375,6302,829,41
"A1081849",0,23.87811,51767.33,.9411765,2982,11,41
"A1081852",46,89.31913,7476.365,3.230769,6724,853,4
"A1081855",125,139.6673,43847.3,4.2,11840,641,28
"A1081856",340,75.63351,16171.25,3.272727,22463,861,41
"A1081859",40,69.09298,1835,2.5,17518,103,41
"A1081864",57,104.9699,4984.08,3,22463,681,21
"A1081869",8,74.27715,4565.23,3,16107,351,41
"A1081872",195,92.48415,4914.391,3.25,2251,,46
"A1081885",5,64.03365,7200,3,16107,651,41
"A1081907",154,52.60084,4747.62,1.5,14884,,41
"A1081919",31,86.66602,294.17,2.333333,16557,471,41
"A1081923",408,101.8671,6625,3.302325,16107,711,41
"A1081929",50,59.72028,10564,2.5,15832,412,41
"A1081932",3,94.164,16250,2.246154,1107,412,30
"A1081935",23,53.29016,318,1.333333,1035,432,28
"A1081957",84,67.04095,3660,2.055556,14974,432,41
"A1081965",55,85.03138,13102.95,2.333333,14458,293,41
"A1081993",303,62.10533,100,1.571429,13595,251,41
"A1082017",4,61.83583,15000,1,2982,11,41
"A1082023",60,43.06709,7170.54,1,13317,,33
"A1082029",885,167.8227,30184.72,2.692308,15705,360,41
"A1082033",14,40.42796,300,1.529412,2982,11,41
"A1082040",15,31.15024,12000,1.666667,16107,742,41
"A1082041",23,46.84137,8081.02,2,12842,,28
"A1082072",183,86.43104,150249.4,2.615385,12220,466,41
"A1082088",52,52.23228,9681.8,1.75,12030,452,41
"A1082098",5,72.08706,4723.86,3,4617,862,11
"A1082104",19,64.08706,4962.66,1.5,11871,473,41
"A1082118",11,54.93184,112.045,1.5,11687,,41
"A1082130",60,45.42065,201.14,1,11434,432,41
"A1082143",106,40.1258,15191.85,1.6,11291,461,41
"A1082160",20,52.85268,120,2,1309,452,41
"A1082177",29,97.007,9180.835,2,10805,,11
"A1082193",140,153.2138,8068.11,3.142857,10591,,41
"A1082220",14,76.78374,7336,1.5,10226,,41
"A1082235",98,45.05191,1201,2.5,8949,861,41
"A1082301",27,73.85668,127.42,1,9929,,41
"A1082333",1384,83.88962,1800,3.184615,9829,620,41
"A1082342",67,57.83375,120,1.75,9661,,41
"A1082382",60,64.84469,1131.877,2,9495,451,14
"A1082393",88,51.36445,209.33,2,9423,451,41
"A1082399",0,50.09951,1813.48,2.6,9332,461,41
"A1082414",26,65.92749,4564.88,2,9402,,41
"A1082416",78,96.18435,1014,3.333333,9370,,28
"A1082426",13,77.96275,790.6667,3,9314,,29
"A1082430",16,48.49952,289.5,2.333333,8734,791,41
"A1082464",45,129.2383,36.66,2,9157,,2
"A1082481",48,62.47945,180.3,3.333333,9130,303,41
"A1082521",5,58.07818,19.31,2,9006,236,41
"A1082535",38,52.92387,245.67,1.5,8979,,14
"A1082540",21,50.94129,5141.355,5,6057,774,28
"A1082556",1,70.40234,8940.656,3,4747,692,41
"A1082564",43,28.12927,14952.55,1.375,2982,,6
"A1082569",19,94.97715,6660,1.666667,8681,412,41
"A1082588",35,58.60934,48.21,2.4,8684,,41
"A1082646",27,31.30465,3925.855,1,8614,467,41
"A1082652",15,51.83899,328.312,3,8488,861,41
"A1082659",27,56.17549,5379.2,3,7872,591,41
"A1082671",172,89.21212,3000,3.181818,8564,711,41
"A1082716",24,31.555,261.74,1,2968,12,41
"A1082755",738,135.7838,16503.11,3.273809,8279,591,41
"A1082756",158,125.8807,1933.467,3.15,8279,601,41
"A1082761",5,105.2055,31483.05,3,4747,692,41
"A1082786",323,43.41211,5717.254,1.8,8034,,41
"A1082795",143,41.14785,9053.075,2.714286,8128,861,41
"A1082798",13,44.40353,122.18,3,7263,,41
"A1082812",19,41.9686,643,1,8017,,41
"A1082841",9,79.07228,480.6,3.833333,7812,,14
"A1082852",17,56.06597,26650.45,3,7942,,41
"A1082871",24,45.59761,1524.53,2,7872,432,41
"A1082887",7,49.86129,2805.03,2,7883,662,41
"A1082897",1,88.91741,46.87,2.387097,933,432,11
"A1082908",279,68.22599,157.71,1.8,36852,,6
"A108568",22,32.80734,1958.23,3,2131,,6
"A10861",15,76.04628,1900,2.666667,20838,493,2
"A109183",75,32.05894,230.79,1.923077,2662,12,6
"A109380",48,77.13587,453.45,2,2433,,6
"A109488",479,125.7458,9156.25,1.84,22067,360,7
"A109490",98,172.9542,5000,1.75,10591,491,7
"A109492",65,85.05383,44545.27,1.75,21548,89,30
"A109494",494,68.11211,574.2444,3.013158,4866,,15
"A109504",802,141.7978,286.3571,3.2,23194,641,7
"A109512",70,129.1108,2087.87,3,20755,257,7
"A109513",82,123.1055,3556.473,2.333333,14213,,7
"A109527",19,113.4824,489.61,2.666667,19625,551,7
"A109540",461,75.55988,12812.04,2.740741,15280,861,7
"A109555",21,53.25803,105.93,2.333333,18090,791,7
"A109560",9,53.06763,188.87,2.833333,1886,791,35
"A109562",451,60.63042,27741.69,1.75,16800,861,7
"A109567",97,54.3196,539.85,2.615385,13114,791,7
"A109585",112,66.88787,920.55,5,19326,,7
"A109596",8,67.54453,3960,3,19562,551,7
"A109605",66,62.18258,573.5,2,15957,412,7
"A109613",38,57.12418,1890,1,12601,,7
"A109643",4,92.65989,9,4,7410,812,41
"A109662",23,54.17299,850,2,6422,331,7
"A109663",3,62.78854,3240,1.75,14798,,7
"A109682",0,43.2166,400,2.666667,14162,551,7
"A109703",39,39.4134,385,2,9902,,7
"A109720",6,47.58883,1926.7,1.25,14119,551,7
"A109725",122,62.6596,7175,1.64,11608,551,7
"A109742",19,65.91633,1464.653,2.5,13722,791,7
"A109749",102,54.46331,20184.31,2,4820,551,35
"A109753",7,56.94825,2321,2,8461,,7
"A1097545",680,60.99313,15996.66,3.16,5296,702,41
"A1097557",5,56.78123,665,2,7638,81,41
"A1097710",18,60.29384,7526.368,2.234604,7578,712,21
"A109786",42,66.30845,150,2.428571,13209,551,7
"A109788",90,50.94826,162.93,1.666667,13148,152,7
"A1097909",82,129.7908,293.835,2.428571,7579,,21
"A109800",22,70.74614,325,2,12121,931,7
"A109810",593,56.91479,3033.94,1.725806,12905,429,7
"A1098193",11,36.8709,193.51,3,7184,,41
"A1098274",60,42.89898,297.8333,2,7547,,15
"A1098284",101,85.70313,712.7,2.346939,7333,712,4
"A1098371",75,42.39341,13952.33,2.375,5112,932,41
"A109849",81,41.83835,29712.52,2,12448,,28
"A109851",170,71.39982,15619.67,2.384615,17593,853,7
"A1098606",15,53.80798,1232.91,3,7329,103,41
"A1098614",98,100.4135,2648,2.7,7335,591,11
"A1098654",21,36.29134,12000,2.5,7549,325,41
"A109866",37,68.2832,3160,1,12352,,7
"A1098756",34,52.31469,1984,1,7261,101,41
"A109882",8,48.02799,4498.56,3,12112,412,7
"A109906",6,59.93356,1698,2,11797,471,7
"A109915",1,207.12,931.6,3,11835,791,7
"A1099206",83,32.27481,524,.75,2982,11,98
"A109932",46,80.2789,6404.88,2,22463,,7
"A109956",18,80.40249,176.48,2,11439,,7
"A109977",122,54.19162,215.3,2,11322,452,7
"A109978",32,62.79297,5575.95,2,11322,,7
"A109995",42,38.94654,307.05,2.4,11092,471,7
"A110018",41,309.3697,7127,3,10948,581,28
"A110055",132,58.39242,1342.425,1.645161,6878,551,11
"A110073",58,85.42995,39005.84,3.066667,22814,432,7
"A110080",103,60.41108,4714.505,1.9,9473,551,7
"A110099",4,87.35445,6754.76,2,13921,551,14
"A110109",0,197.6781,1094.39,2.333333,4145,477,8
"A110110",73,55.85592,152.5,1.285714,10471,432,7
"A110113",51,57.10335,408.84,2.25,10059,,7
"A110132",21,46.56,5647.91,1,10868,,7
"A110143",13,39.08429,5127,2.4,10101,465,7
"A110146",17,57.66115,5390,3,13413,,7
"A110167",7,44.77591,7800,2.5,14136,162,7
"A110175",80,68.62241,295,1.692308,3980,551,11
"A110192",9,88.606,200,2.333333,9587,262,7
"A110221",2,136.038,1201.39,2,9892,,7
"A110251",14,57.68727,573.685,2.75,11214,561,7
"A110272",34,66.69608,211.04,1.5,9823,412,7
"A110278",1081,124.3868,183,3.134615,4869,511,3
"A110282",49,42.09751,2246.87,1.5,9755,532,7
"A110322",38,51.5462,4308.635,2.333333,9464,,7
"A110336",2,96.83411,2027,1.5,9391,551,7
"A1103585",14,97.24965,907.14,2.5,780,,28
"A110365",0,71.99231,1094.64,2.333333,4617,900,7
"A110394",670,103.309,4550,2.125,14550,493,7
"A110431",2,45.60118,925.2867,3,9023,791,38
"A110443",33,61.07848,1072.57,1.818182,3651,552,7
"A110495",104,57.81417,1400,1.666667,14424,551,7
"A110509",32,64.7924,5088,2.111111,6422,,7
"A110512",1,65.71466,450,4,2039,477,7
"A1105187",93,73.14301,1142.5,2.666667,7365,255,41
"A110579",1,48.39584,175,3,8392,551,7
"A110610",966,132.5386,55,3.101604,6269,511,8
"A110649",4,66.66484,3285,2.666667,8248,552,7
"A110666",205,78.86852,2780.956,3.1,15736,581,7
"A110699",23,57.62012,2415.15,2,8522,,7
"A110717",1,59.37463,4400,1.333333,8172,,7
"A110734",3,65.9693,452,1.5,7883,552,7
"A110750",90,57.58732,50008.76,2.666667,8393,861,7
"A110757",11,45.13689,6100,1.5,8365,932,7
"A110765",21,61.94108,2616,3.5,8279,869,7
"A110816",2,48.9537,178.67,3,5086,649,8
"A110851",3,92.62323,521.04,5,14583,452,7
"A110875",59,103.988,9000,3,8003,412,7
"A110886",1,46.27437,1925,.6666667,7935,551,7
"A110931",25,42.41417,6067.48,1.5,7865,,7
"A110941",35,47.85576,3615,2.230769,7886,,7
"A110945",60,66.95615,10525.5,4,7184,,7
"A110969",61,84.18001,5584.84,2.333333,7758,862,7
"A110981",27,33.51137,6238.88,1.4,7518,561,7
"A110994",44,41.58113,6582.354,3,14347,,7
"A111007",16,81.73571,10384,2.777778,13847,791,7
"A1115355",10,50.48866,6070.36,2,7389,431,11
"A1116538",66,79.70551,225,2.4,7129,552,11
"A1116736",47,71.56654,2948.89,3.666667,7304,,41
"A1117124",54,108.55,210,2.666667,7214,829,41
"A1119380",39,90.23775,26376,2.666667,6573,791,41
"A1119966",23,48.82267,549.75,1.166667,4179,412,41
"A1120091",251,86.90995,287.2,3.913043,6556,941,41
"A1120626",387,46.04409,1083.93,2.636364,6500,749,41
"A1120651",21,52.02258,4418.43,2,6506,,41
"A1120772",7,50.77559,500,3,2256,,28
"A1120848",15,43.87036,6478.8,3,6430,,41
"A1121393",45,58.48451,13961.57,1.714286,6361,412,41
"A1122250",15,72.178,1988.77,2,6255,853,41
"A1122698",86,68.51321,3013.204,3.071429,5784,900,41
"A1123870",483,139.2665,3700,2.9,4292,439,41
"A1123906",37,26.60961,2121.428,3,2525,661,28
"A1124187",221,113.8718,7300.96,3.779661,5843,620,41
"A1124213",71,42.94294,95247.28,1.25,5196,469,11
"A1124490",13,103.211,3000,3,4900,429,41
"A1124618",17,65.49207,145.07,5,3986,711,28
"A1124837",8,51.06812,21.77,2.5,2811,451,11
"A1125107",90,38.90145,107.66,1.5,11435,464,29
"A1125470",41,37.59299,10396.83,4,5418,581,41
"A1125905",127,51.17192,12,1.769231,4292,782,41
"A1126040",177,89.70853,13080.72,3.333333,5156,472,46
"A1126077",183,120.1327,13489.11,2.446154,5204,110,29
"A1126189",0,76.30704,471,3.333333,4992,931,41
"A1129137",13,81.49848,12189.36,2,3518,,46
"A1129480",42,36.57738,6437,1.285714,3470,412,41
"A1129500",134,36.37032,4647.03,2.08,2935,469,10
"A1129564",33,92.87268,788.235,3,2921,591,23
"A1130121",3,170.4444,1460.98,3.857143,1031,101,28
"A1130130",96,71.85901,3199.07,3.2,4434,581,41
"A1130408",22,39.01925,208,2.756757,464,731,28
"A1130489",11,53.83827,15.16,5,4104,360,41
"A1131542",11,113.1214,1246.2,3,3785,711,41
"A1131701",25,31.11447,158.9,2,3123,,41
"A1131772",17,53.29496,27.06,1,3529,467,29
"A1131791",214,63.39634,426,2,3773,303,41
"A1131794",23,94.41802,798.33,2.04878,3711,801,28
"A1132403",39,45.91008,290.5907,3.533333,1578,,29
"A11330",1,108.1266,782,3,1825,105,30
"A1135496",164,64.4663,572.61,2.375,3227,104,41
"A1135783",12,63.96833,315.255,2,2370,351,29
"A1136427",6,221.3567,5900,1.8,3063,591,28
"A1137368",35,66.78091,39685.8,2,2282,,41
"A1137386",86,99.47586,315,3.333333,2921,749,41
"A1139780",174,73.92053,7564.62,2.666667,11901,101,42
"A1139781",119,56.11898,7637.77,2.666667,13630,,36
"A1139788",20,102.3817,450,3,11687,,42
"A1139809",57,43.02535,38,2,9135,101,42
"A1139813",0,34.07933,1237.62,3,4323,162,42
"A1139842",179,41.5605,31314.43,2,2617,,42
"A1139864",9,51.03318,25,2,7944,81,42
"A1143013",24,52.95451,33,3,11938,,43
"A1143033",681,85.57033,1800,2.878788,22463,861,43
